,question,answer,ref,doc_id,dial_id
2213,and what do i need to register online?,"You will need to
    your license plate number
   your registration classes","[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]",How to renew a registration#1_0,98a45d4d93a8ee6e89c616080b7ed5df
1251,I have an issue with the DMV regulated automotive business,"is this concerning repair shops , inspection stations , dealers , junk and salvage vendors , and other automotive related businesses in New York State","[{'sp_id': '2', 'label': 'precondition'}]",Report a problem with a DMV regulated automotive business#1_0,88b00537f7e5ae61839cbbac7b4ce112
3254,"Yes, that's correct.","Alright. You must know that the dmv just keeps one mail address for each customer and the email you use to sign up, will replace any other.","[{'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}, {'sp_id': '27', 'label': 'solution'}]",Get email and/or text reminders#1_0,1fdb243c71e2e2f08ea7072be21400e3
16,How would you contact me about any insurance problem?,After knowing about the problem we will send you a mail with an insurance inquiry letter to allow you to solve the problem.,"[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]",Top 5 DMV Mistakes and How to Avoid Them#3_0,9fa8c68e2f211edad9fb65eb5897d600
3594,and would you need to have an international license?,"If you have a driver's license from another country, you don't need to have an International Driving Permit, but it is useful. The permit verifies in multiple languages that you have a valid driver's license. Police officers who cannot read the language of their foreign driver's license will be able to read the permit.","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}]",Driving in New York State#3_0,cf4cc2d8eec0a059b4b327ab42b51224
3130,"No, I don't know how to do with that.",Are you interested into know about the hearing process? ,"[{'sp_id': '34', 'label': 'precondition'}]",A Guide for Facilities:#3_0,83925c8453f2e14b6ee66e48652fee78
1223,"Alright I guess, what else do I need to provide?",You must also submit a Signature Authorization List - Pre - Licensing Course if your school provides the Pre-licensing Course.,"[{'sp_id': '15', 'label': 'solution'}]",Renew Driving School License#3_0,84255c4520bae555de4657d88813e2b0
549,And if i'm located in Albany?,Then you must surrender the IRP registration and delete the vehicle from your fleet along with the completion of form Schedule A&C.,"[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Surrender IRP registration and plates#1_0,058bd88c5c6838f7260e5f23170ffefc
3598,Hello there. I would like to know who is allowed to drive a car in NY. Can you please answer a few questions?,Of course. Do you want to drive a car or motorcycle in New York State?,"[{'sp_id': '2', 'label': 'precondition'}]",Driving in New York State#3_0,775e0b6aa4aeec803210465ec2893671
661,"Yes, what should I do?",you have to report it to the police inmediately. The police will input the records of your vehicle in the national and state auto theft computer records to prevent the selling of the vehicle and that someone applies for a title.,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,8a3ee9307cec5d433c632e5bf7c2017b
3767, I have registered to vote in the past but do I need to update my voter registration information?,"your political party preference has changeds
your name has changed","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,e79d6805f012846e90c7210dbe641d74
3076,I need information about background checks to obtain approval for a hazardous materials endorsement.,Have you passed the background check?,"[{'sp_id': '52', 'label': 'precondition'}]",Get a  hazardous materials (HazMat) endorsement#3_0,97780bbd8ca033991d78b1d41684e4f9
3810,How does the voter registration work on the DMV website of NY?,"DMV will display your name, residence and mailing addresses, date of birth, and gender from DMV records for you to confirm their accuracy.","[{'sp_id': '22', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,bafeb90b6b6846be9f2359944006353a
1512,Are the printed substitute tickets the same as tickets printed at a TVB office?,"Yes, a substitute ticket that you print has exactly the same information as tickets printed at a TVB office.","[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]",Get a copy of a TVB ticket#1_0,60f8f65f1016531d62e8c8f727111069
965,"I'm looking to get a lien free title certificate, how do I go about this?",There are instructions on the website which will give you further information,"[{'sp_id': '8', 'label': 'solution'}]",Remove a lienholder from a title#1_0,2555317e29d4196b0df2b35813b2da4c
2935,"What happens if I'm under 21, and got the ticket?",Did you committed any driving violation related to alcohol or drug out-of-state?,"[{'sp_id': '13', 'label': 'precondition'}]",Tickets received in another state#3_0,680d16097fa4b165964af6923eb592db
2339,"I also have an ID that might not be real or whatever you call it even though you issued it to me, so what should I do so I'm ready when I want to travel?",You should come to the DMV and get an Enhanced or REAL ID ,"[{'sp_id': '8', 'label': 'solution'}, {'sp_id': '9', 'label': 'solution'}]",How to change information on DMV documents#3_0,4780aeee8ee0deba3ee8bfb79241ac92
3691,where can I get more information on all of this?,The best source of information is the NY State Dealers & Transporters Regulations PDF,"[{'sp_id': '5', 'label': 'solution'}]",General information for dealers and transporters#3_0,00a5c946ae8807ce603d90cf53477196
801,What happens if I fail my test?,It is not uncommon for someone to fail the test. We are available to answer your questions and work with you so that your nest test is a success. ,"[{'sp_id': '61', 'label': 'solution'}]",Schedule and take a road test#1_0,dce81fa868304860ac073106c17d176e
3359,My pick-up is rented or leased. What do I need to do?,You must submit a certification form provided by the leasing company or the truck owner stating that the truck will not be used for commercial purposes.,"[{'sp_id': '48', 'label': 'solution'}]",Register a pick-up truck as 'passenger' class vehicles#1_0,672bcdec9a93bf717ff2d76824532a7b
225,How should I mail my plate so I can get the FS-6 T receipt?,"You should send the plate via registered or certified mail and request a return receipt, that way you can be notified by the US Postal Service that we received the plate.","[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]",Surrender (return or turn in) your plates to the DMV#3_0,7b12a88d3fefc83153d143495691f35b
2082,"Right. By the way, what does your website use cookies for?","We occasionally use ""session cookies"" to enhance or customize your visit to this website. Session cookies can be created automatically on the device you use to access this state agency website but do not contain personal information and do not compromise your privacy or security. We may use the cookie feature to store a randomly generated identifier on the device you use to access this website.","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}, {'sp_id': '71', 'label': 'solution'}]",How to replace a registration#1_0,65fac938fb9ba3fb82c8b48b7391326f
3365,and can you use commercial plates?,You are not required to request passenger badges for your pickup. You can use commercial dishes.,"[{'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Register a pick-up truck as 'passenger' class vehicles#1_0,b78da37360f7c7d6cd1069a8e85c3a0f
1807,what records should you keep?,"Keep all records, including estimates, invoices, work orders, receipts, warranties, and guarantees. In addition to their importance in the event that you file a repair complaint, these documents serve as your service record and could increase the resale value of your vehicle.","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]",Know Your Rights in Auto Repair#3_0,cfd0e87acf00157bf403955105cd29d8
2493,Yes,you must submit a PDF of Affirmation of Support SR-60 and the other documents listed in Statement SR-60,"[{'sp_id': '15', 'label': 'solution'}]",Unsatisfied Judgments#3_0,f0bf21a98e2a39ba9c324ef85a4c7222
565,Can I order the replacement certificate online?,"To order a replacement title certificate online, you must be the owner of the vehicle, you must have a current UD address on file with the DMV and the vehicle in question must be registered and titled in New York State","[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",Replace a title certificate#1_0,71c9f76728483d43c89ac802d536b936
3447, What are acceptable proofs of ownership?,If i purchase the ATV from an out - of - state ATV dealer,"[{'sp_id': '34', 'label': 'precondition'}]",Register an ATV#1_0,7c8e7d7337c04f1db243599a95abdd88
2285,"How to Get Standard, Lifetime Summaries, and CDLs Online Through MyDMV", You can save and print a PDF version of your record. You will have 5 days after your order to download it. The fee is $7 .,"[{'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}, {'sp_id': '18', 'label': 'solution'}]",How to get my own driving record (abstract)#1_0,51c754b5b81501edeae73a0f025cd3da
2093,"not yet, I want to know more first",Would you be ordering online when you decide to get them?,"[{'sp_id': '20', 'label': 'precondition'}]",Order personalized plates#1_0,db2090f01f1e4ace1a9610907a3ce10c
1701,how can i have a Class D New York State driver's license,Get the New York State Commercial Driver 's Manual  CDL-10 online or from a DMV office or call center. Study the sections of the manual that apply to the type of CDL you need. The sections of the manual that you need to study are explained in the manual .,"[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}]",Get a CDL#1_0,d7cb3fffcb0eb12440382d1d9336934f
2806,Great! So what will duplicate IRP registration items cost me?,"A replacement of apportioned vehicle plates with a cab card costs $ 27.50, and a replacement of the cab card and sticker costs $ 2.50.","[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Replace IRP registration items#1_0,39fc9d95168e7fb1811ad7289c95c694
1053,When do I need to pay the vehicle use tax?,You will need to pay the tax when you register a car or renew your registration.,"[{'sp_id': '16', 'label': 'solution'}]","Passenger vehicle registration fees, use taxes and supplemental fees#3_0",dc8dafa7a296a0cf01af470207979380
3457,ATV please,Would you like to know what is considered an ATV?,"[{'sp_id': '2', 'label': 'precondition'}]",Register an ATV#1_0,06ae259bba8654eacce10727894b855d
472,"In that case, could i just waive the fee, being my license lost due to a crime?","If that what you want to do, then you must apply for that in aDMV office, showing a MV-78B form along with your application.","[{'sp_id': '57', 'label': 'solution'}]",Replace license or permit#1_0,685918a1530308ea365fd317166febcc
960,"I am looking to remove a lienholder from a title certificate, how do I go about this?",Is there a lienholder currently appearing on your title certificate?,"[{'sp_id': '2', 'label': 'precondition'}]",Remove a lienholder from a title#1_0,b3f594d14d613b40a3266e046889b780
461,"queens is NYC right, it counts as within NYC? just asking since i'm not from around here","yes it is, so bring the documents and don't forget a statement by the Marshal or Sheriff that they had notified or attempted to notify the owner and lienholder that the vehicle was being auctioned","[{'sp_id': '29', 'label': 'solution'}]",Register a vehicle I bought at a sheriff or marshal auction#3_0,34f28b77d065b6ee5c6dabd68d9d4b52
2744,how do I pay taxes if I bought the car from a person not from a dealership?,Both the buyer and the seller must complete the Statement of Transaction {Sales Tax Form} if it was a private sale,"[{'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]",Sales tax information#3_0,fb061e20f66eb156e25e6ddeba4c377a
4018,not yet,Would you like to know how you receive the point reduction?,"[{'sp_id': '43', 'label': 'precondition'}]",Point & Insurance Reduction Program#3_0,9fb14a3448d1b033018fad96cc495193
642,I've been told that i must do some insurance transfer only title. I must do that even after my vehicle is recovered?,"No, if that's the case, you don't need to do that. You have to make sure the police has cancelled the alarm on your vehicle and then send the title to the Title Bureau along with a letter the recovering of your vehicle. In that way, you'll get a new regular title from DMV.","[{'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,cddd2689078700274605189504031c64
3871,Are there any items i need to submit along that form?,"In fact, there are. You must not forget to get and include your plate's number or if you have it, you vehicle identification number.","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]",Get a vehicle registration or title record (abstract)#1_0,950312348ac9ba1170f6d305b0da3911
1226,How do I renew my license?,Your application for renewal of a Driving School License must be submitted between 30 and 60 days before the license expires.,"[{'sp_id': '7', 'label': 'solution'}]",Renew Driving School License#3_0,da40c6ea71a722ac5d154608ccee83d9
1166,I have a family member passed and need help with driver license permit and ID.,Please mail a copy of the death certificate and a copy of their license to the DMV.,"[{'sp_id': '7', 'label': 'precondition'}]",If a family member has died#3_0,3ca992e8f2bc0fff9f16bb235597a363
1423,What if my inspection certificate expires while I'm outside the DEMA?,You can apply for a temporary waiver certificate.,"[{'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]",Diesel inspections emission testing#3_0,97809b3e4c67e77693a6fb0b7b14e407
3779,Do I also need to be 18 or older?,"Yes, you also must be at least 18 years old by the end of this year.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Voter Registration Application Frequently Asked Questions#1_0,0f2ec90e51ee949a264bc6501b8682bf
1535,"What if I completed the course, but it is not on my driving record after 10 weeks?",Then you should contact the course sponsor.,"[{'sp_id': '16', 'label': 'solution'}]",About point reduction#3_0,53adf222fea2f4f0839b8c00e8fb3cc5
4073,Will do. Where can I find information about a lien on my certificate?,You should see the section explaining how to remove or add a lienholder from a title.,"[{'sp_id': '43', 'label': 'solution'}]",Register an out-of-state vehicle#1_0,9616e34f1631dbae53952ff439046849
1308,What do I need to register my ATV for the first time?,Do I need to register my ATV if I live in both NY and another state?,"[{'sp_id': '6', 'label': 'solution'}]",ATVs: Information for Owners and Operators#3_0,9ff48e8442184089077304c6fe48282e
3996,yes,Use the Request for Copy of Accident Report PDF [ 2 ] MV-198C to order a copy of an accident report by mail,"[{'sp_id': '5', 'label': 'solution'}]",Get an Accident Report#1_0,f9ef96bda8c963a67bb89bc21b0a0128
2857,"Yes, I need help about pleading guilty to a violation with more than 5 points.",Do you have 3 or more alcohol-related convictions on your entire driving record?,"[{'sp_id': '47', 'label': 'precondition'}]",Plead to or pay TVB tickets#1_0,62bbae941c2c41e1fe07ff321f2214f1
1611,How do I get more info on this?,DMV may conduct periodical inspections and audits to make sure you are following these requirements .,"[{'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}]",Requirements and forms for driving schools and instructors#3_0,3e2a135c5616c43bdf332c138a4b4147
160, What if I don't use the vehicle?,"As long as your registration is valid, your insurance will remain in effect.","[{'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}]",New York State Insurance Requirements#3_0,d544d461086e7facc9fec5206cb6eadc
1712,And how I can find out which kind of proofs I can bring to the DMV office?,The DMV Document Guide lists all acceptable legal presence and New York State residence proof documents. You must provide us the original documents (not photocopies).,"[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]",Get a CDL#1_0,1e49708cfa2dfb45b4f0d095b018e7cd
962,What is acceptable proof that a lien on a title is satisfied?,"There are currently two types of proof, the first proof is to provide the DMV with what's known as a Recorded Lien MV-901","[{'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}]",Remove a lienholder from a title#1_0,b3f594d14d613b40a3266e046889b780
3245,What can I do if I don't want any more emails from the dmv?,It's easy. You just will need to select the unsubscribe option on the subscription page.,"[{'sp_id': '34', 'label': 'solution'}]",Get email and/or text reminders#1_0,ffb5f3221b62f69bbf73538e4fa91d90
2878,We need drivers manuals,"Okay, most DMV manuals are available online through the DMV Publications page. You can get the Online Driver's Manual and Study Guide with quizzes.","[{'sp_id': '102', 'label': 'solution'}, {'sp_id': '103', 'label': 'solution'}]",Information about transaction entries#3_0,199a4420e81ab7fbf4af76086967ea94
4061,Okay I'll come down to the DMV with them. Is there a special time for this sort of thing?,"You will need to make a reservation online before visiting DMV offices in New York City, Westchester, Nassau, Suffolk, Rockland, Onondaga or Monroe Counties.","[{'sp_id': '62', 'label': 'solution'}]",Register an out-of-state vehicle#1_0,53577c71717efa0d2dd0f6cbe5c20798
882,"That wouldn't be of any good, i guess. Well, ok, one more question, please. Where i can find info about installation fees, please?","For those, you can visit the Ignition Interlock page, at the NYS Division of Criminal Justice Services website. Remember to do it if you are going to install devices in any vehicle you own or operate.","[{'sp_id': '58', 'label': 'solution'}, {'sp_id': '60', 'label': 'solution'}]",About problem driver restrictions#3_0,dc8f5bceb31165d9f3a70a2568e02647
1927,does my learner permit allow me to drive in New Jersey?,You might be able to drive outside New York State with your NY State junior learner permit or junior driver license if it is allowed by the laws of the other state.,"[{'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}]",The Graduated License Law and Restrictions for Drivers under 18#1_0,a1889cf09444e1af0f8a11d149d7c6ea
2970,hello I need information about how to get a driver's license,of course New York State residents 16 years of age and older can apply for a New York driver's license.,"[{'sp_id': '2', 'label': 'solution'}]",Get a driver license#1_0,3444280c6dd103e97072a78dc84debbb
1892,what do you advise them if they don't get a favorable resolution?,The consumer is advised to contact the DMV Consumer & Facilities Services Complaint Unit.  You should keep a copy of all work orders in an easy-to-access location to protect your business.,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",About complaints and charges for dealer and transporter businesses#3_0,2694371df1bba15175a569003a9253d7
2208,and can I renew an online registration?,if you can renew a registration online,"[{'sp_id': '19', 'label': 'solution'}]",How to renew a registration#1_0,f52fb6e5e973395586709fc103e043d6
98,"I had to pay a fee for using DIAL-IN search account, why?","According to the NYS Vehicle and Traffic Law, we must charge a fee to search DMV records.  It is a legal step that must be met by private persons, commercial organizations and not-for-profit organizations.","[{'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]",DIAL-IN search accounts#3_0,602db763d295521b510bb20f1052dd78
3943,no,Would you like to know why you must pay?,"[{'sp_id': '6', 'label': 'precondition'}]",Pay driver responsibility assessment#1_0,be6712d5ac85ab736e2e41746c4d07f9
2565,why did I get a ticket for no NY registration if the cop had no way of knowing if I lived in NY or just passing by?  I did rent in nyc by the way but had only been there 4 months,A police officer can use that 4 months evidence as the reason to issue a traffic ticket if you drive in NY State without a driver license or vehicle registration issued by NY State.   ,"[{'sp_id': '74', 'label': 'solution'}]",Register a vehicle when you are out-of-state#1_0,f8c0fbe986cfa03269a6972ec122d5a1
3193,Where can distributors find information on how to file or remove a lien?,See Remove or add a lien holder of a title,"[{'sp_id': '42', 'label': 'solution'}]",Change name on title after lease buyout#3_0,41b339d31c9aa4fb9b3b7d3b4f21332d
3309,yes,"There will be a ""B"" restriction placed on your driver license or learner permit.","[{'sp_id': '18', 'label': 'solution'}]",Vision requirements & restrictions#3_0,81687fb39fbdc535abb56834063dc388
253,I need help to renew my non-driver ID card,Ok. You can renew your non-driver ID card only 1 year before and up to 2 years after your card expires.,"[{'sp_id': '2', 'label': 'solution'}]",Renew non-driver ID card#1_0,5d4478f731608602dfaaf504a2177c75
103,"Oh, i see. Yeah, tought you could be doing any of that, but wanted to be sure. Anyway, i wanted to go on some records searching, there is any fee involved if i use a Dial-In search?","Indeed, you have to pay a fee for search DMV records. Whether you are a private person, an commercial organization or an NGO, there is a fee for using that service, according to law.","[{'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}, {'sp_id': '24', 'label': 'solution'}]",DIAL-IN search accounts#3_0,e2941161305690dcd649a1c8c9588cb3
1453,How do I get the interlock restriction off of my license?,Your monitor can fill out a form saying you don't have to have it anymore.  Take the form to the DMV.,"[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]",Leandra's Law & ignition interlock devices#3_0,d9510bd14dcdf46fba96dc55338e2c2d
1451,What other information do you need?,You will need to identify the user and your LENS customer number.,"[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}, {'sp_id': '35', 'label': 'solution'}]",Adding and removing users#3_0,c5a259d04f3e5c99f658237ea2b108fb
1656,Hello I need information about What is the procedure for cancellation and / or refund of courses?,can't take the course or any part of the course?,"[{'sp_id': '59', 'label': 'precondition'}]",About online and alternative delivery method courses (I-PIRP/ADM)#3_0,4b481382f34211884ab58f94813947c3
589,Will I get a new one while there.,"No, we mail them to you.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
630,Yes. I was notified about it some days ago.,If that's so. You have to be sure to verify the police has canceled the stolen vehicle alarm in order for the recovery being listed on your title record. Make sure you don't use the vehicle or do any vehicle-related activities until you are sure the alarm has been called off.,"[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",Stolen and recovered vehicles#3_0,99de2f5eb877c6abb1be8e01e7577fb2
1704,I need some information about getting a CDL.,I'll be happy to help you with that. Does your question pertain to the road test?,"[{'sp_id': '72', 'label': 'precondition'}]",Get a CDL#1_0,2432ab37126e6971ceb2949c99bf4f13
3201,Good evening. I recently bought a car from a company and want to change the name that appears in title. Can i do that at a DMV Office?,Of course you can. You only need to bring a completed Vehicle Registration / Title Application Form MV-82 or Application for Title MV-82TON.,"[{'sp_id': '21', 'label': 'solution'}]",Change name on title after lease buyout#3_0,93cb18c32a6e6e451b7da2c1ca1cc997
2109,How will the online order be?,You can order personalized plates online unless you want personalized plates for people with disabilities that have the Universal Symbol of Access,"[{'sp_id': '21', 'label': 'solution'}]",Order personalized plates#1_0,c863d2f82130a1681160a559d6286b24
2207,And how can I do if my address is not the same as when I gave the data?,Your email address on DMV files must be current. You cannot change it during the transaction. First change your address online and then renew.,"[{'sp_id': '41', 'label': 'solution'}, {'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}]",How to renew a registration#1_0,f52fb6e5e973395586709fc103e043d6
404,What about parking violations? Or parking regulation? Does DMV have resources for those?,"Sorry, no. For those cases, you must get in touch with local authority. DMV has nothing to do about it","[{'sp_id': '60', 'label': 'solution'}, {'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]",Registrations#3_0,4efbb3df747aaf0ce2acfa014de2c79a
1162,What if there are outstanding issues?,] On this page  you can info to help you.,"[{'sp_id': '1', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",If a family member has died#3_0,951567d78bee427cc4b34d7f8f60f5db
2263,Hello I need information about How to get my own driving record,Do you want to know what is a standard driving record?,"[{'sp_id': '2', 'label': 'precondition'}]",How to get my own driving record (abstract)#1_0,d0093094b9627744a6368d9992dc6acd
2872,OK. And what should I do for bulk manual orders for public or private organizations?,Simply use the online DMV Manual Order transaction. For public organizations there is no fee for bulk orders. For private organizations there is a charge of $ 1.00 per manual for bulk orders and a minimum order of 25 manuals.,"[{'sp_id': '106', 'label': 'solution'}, {'sp_id': '107', 'label': 'solution'}, {'sp_id': '109', 'label': 'solution'}]",Information about transaction entries#3_0,9cfd9574995dca5acb850862e852ce42
1690,What do I need to do to get a New York State CDL?,"Very easy, just request your CDL at a DMV office and deliver your CDL out of state.","[{'sp_id': '84', 'label': 'solution'}]",Get a CDL#1_0,897290780813bae9d28988ca2e586580
3180,What proof of payment do I need to show for the sales tax paid?,"You would need an FS-6 T receipt issued by the DMV, or obtain a Claim for Sales Tax Exemption from the leasing company and a bill of sale; or a Dealer Retail Certificate of sale MV-50 completed by the dealer located in New York state.","[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]",Change name on title after lease buyout#3_0,55fe9ed2151fa59916ff4b57b6c499b2
3913,Hello I need information about How do I get a degree if I don't want to register?,"This is known as a title-only transaction. Complete a Vehicle Registration / Title Application PDF MV-82 or Title Title PDF Application MV-82TON, available at any motor vehicle office. It is also available upon request at a DMV Call Center or DMV Internet Office.","[{'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}, {'sp_id': '51', 'label': 'solution'}]",Information and Instructions About Your Certificate of Title#3_0,263e1a8658d55def3c079400c487ac75
2064,yes,Was your insurance lapse for 90 days or less?,"[{'sp_id': '3', 'label': 'precondition'}]",Pay insurance lapse civil penalty#1_0,cb3d59edb395435c80889ee6fd1355e2
3071,What if my registration is in the first year of a two-year registration?,"In that case, you need to submit a Request for refund or fee paid for motor vehicle registrations and driver licenses MV-215 to apply. A processing fee of $1.00 will be subtracted from your refund. You will not receive a refund if the registration expires in less than a year.","[{'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}]",Learn about picture and professional plates#3_0,de11c2a5146cb262d619ea8c43a9290b
3967,Where can I find more information about driver responsibility assessments?,Online at our website. You can also pay by mail. You will need to send the minimum amount on your DRA statement before the payment date.,"[{'sp_id': '47', 'label': 'solution'}]",Pay driver responsibility assessment#1_0,27f5627eeda73f6df25a5df6a900de6a
3117,That's good to know. And how can I prepare myself for the HazMat test?,"You can study the hazardous materials section of the NYS Commercial Driver License Manual (CDL-10), or study the Hazardous Materials Manual (CDL-11).","[{'sp_id': '27', 'label': 'solution'}]",Get a  hazardous materials (HazMat) endorsement#3_0,93deb1850720032c3c48a8da990c2cf3
454,Where can I find additional information?,You can find additional information on all of the websites that are listed on this page.,"[{'sp_id': '59', 'label': 'solution'}]",Register a vehicle I bought at a sheriff or marshal auction#3_0,39d0cb8aa7c9dcc745d1201f974f2ee5
3734,"If I remove a vehicle from the road, can I keep my personalized license plates?",Yes. You can store your personalized dishes in most DMV offices.,"[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]",Replace or transfer personalized plates#1_0,68418c157705fc1e0f2284d3156b7468
2309,Is the DMV Commissioner's Motor Vehicle Inspection Regulations able to be downloaded?,"Yes, you can download them and read Facility Requirements Inspection Stations.","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]",Open an inspection station#1_0,667c0872e37251b024e118a63e5d4a29
1335,What happens if I am convicted of an alcohol or drug-related violation in New York State?,Have you been convicted of an alcohol or drug driving related offense?,"[{'sp_id': '5', 'label': 'precondition'}]",The Impaired Driver Program - Alcohol & Drug Rehabilitation Program#3_0,0c3a0fd5afc5275d71af42a62e8a2914
2953,"Wonderful, FML. What if I fail to answer a moving violation in NY?","Drivers from any state, except those from the six states listed above, will have their driver licenses suspended in their own state for failure to answer a moving violation in New York State.","[{'sp_id': '5', 'label': 'solution'}]",Tickets received in another state#3_0,7d45df80d338b78feca6f80ed05d6f85
2057,What if my insurance has been lapsed for 90 days?,"You will be given one of two options. You can keep your plates and agree to pay a penalty of $900, or surrender the plates and serve a registration of 90 days.","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Pay insurance lapse civil penalty#1_0,662103b68302ab1ea9d5066f8b0c7a8c
885,"Oh, i see, quite a measure, huh?..Fine, another question, what happens if i'm convicted for driving out of restriction?",Simple. Your license will be revoked.,"[{'sp_id': '66', 'label': 'solution'}]",About problem driver restrictions#3_0,c4b8f793be94d0a766e35738e06be42e
3654,Hello I need information about How can I find out if my vehicle meets the California emissions standard?,Want to know how to determine if a vehicle meets the California emissions standard?,"[{'sp_id': '13', 'label': 'precondition'}]",California emissions standards#3_0,99cecef98d37ed114cf80f02e6b41c21
4067,Do I need to register my vehicle in New York State?,depends on various circumstances,"[{'sp_id': '3', 'label': 'solution'}]",Register an out-of-state vehicle#1_0,552cea0972105ea5e0dc73672729079d
626,does NY state recognize escort vehicle driver certifications issued in other states?,you must have a valid ny state certified vehicle escort card mv-64,"[{'sp_id': '81', 'label': 'solution'}, {'sp_id': '82', 'label': 'solution'}, {'sp_id': '83', 'label': 'solution'}]",Escort driver certification#1_0,de96f5c9acd6e77e55ee1bfb548ab973
2401,does everyone have to pass those same tests?,"Yes, you must pass the vision test, road sign test, written test, and the driving school instructor driving test","[{'sp_id': '20', 'label': 'solution'}, {'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}]",Become a driving school instructor#3_0,2c141b49331c8ec718bad2551822df40
