question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
What is the name of the application?,Application for Driving School Instructor Certificate.,[4],"[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]","Test once. If you do not pass these tests , you will have to submit a new application [4] including photos and $10 fee.",Become a driving school instructor#3_0,02421cf6ac9421b7fc6f59c7c5727d56
"Hello, I received a suspension order for an unsatisfied fault related to a car accident, collision or crash. What I need to do?",Do you want to know how to eliminate a suspension related to an unsatisfied failure?,I received a suspension order for an unsatisfied fault related to a car,"[{'sp_id': '2', 'label': 'precondition'}]","I received a suspension order for an unsatisfied judgment related to a motor vehicle accident, collision or crash. What do I need to do?",Unsatisfied Judgments#3_0,f0bf21a98e2a39ba9c324ef85a4c7222
I want to know what to do if I received a suspension order for an unsatisfied judgment related to a motor vehicle accident,Do you want to remove the suspension?,(iv),"[{'sp_id': '2', 'label': 'precondition'}]","I received a suspension order for an unsatisfied judgment related to a motor vehicle accident, collision or crash. What do I need to do?",Unsatisfied Judgments#3_0,16571c1dad2e4f564f81319fa39b7c49
What should I send to request the standard driving record by mail?,"Please send
  a complete request for DMV records in PDF MV-15
   a photocopy of your proof of identity",a completed Request for DMV Records PDF [11] MV-15 a photocopy,"[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]","To request your Standard driving record by mail , send a completed Request for DMV Records PDF [11] MV-15 a photocopy of your proof of identity 2 a personal check or money order for $10.00 payable to "" Commissioner of Motor Vehicles "" MV-15 ProcessingNYS Department of Motor Vehicles6 Empire State PlazaAlbany , NY 12228 If you would like to order your record at the same time you renew your license , mark the blue box on your renewal notice and add the $10.00 search fee to your renewal fee.",How to get my own driving record (abstract)#1_0,6a17c01be7824ffafea7177326337cc1
How do I do if I need a license and I am a minor,you want to know the Graduate License Law,"To change your junior license to a senior license, bring your junior license and the Student","[{'sp_id': '45', 'label': 'precondition'}]","If you are 17 , you are eligible for a senior driver license Class D or M if you have a junior driver license or limited junior driver license and have completed a state - approved high school or college driver education course. To change your junior license to a senior license , bring your junior license and the Student Certificate of Completion MV-285 that you received from your instructor to any DMV office [16]. You must return your certificate and junior license to receive the senior",Get a driver license#1_0,a5647096bcb70c7260bb335eab54eef9
I have an NYS Lemon Law complaint,"Please see Lemon Law Complaints. Once your complaint has been filed, a Consumer Services Representative CSR from DMV will be assigned to handle your complaint",Yes,"[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]","manufacturer or third party warranties or guarantees. If you feel you have a NYS Lemon Law complaint , please see Lemon Law Complaints [4].Once your complaint has been filed , a Consumer Services Representative CSR from DMV will be assigned to handle your complaint. If the CSR is unable to resolve your complaint , the case will be sent to an Automotive Facilities Inspector for a formal investigation and possibly a hearing. 3Depending on the complaint , this process could take several weeks to",Report a problem with a DMV regulated automotive business#1_0,29cf5b7f38462eff9aebe8bc695b39ed
Do I need to put a signature under my registration application by myself?,Did you agree to the New York State Department of Motor Vehicles Attestation in the voter registration application?,no,"[{'sp_id': '37', 'label': 'precondition'}]","Do I have to sign my voter registration application? 
When you agree to the New York State Department of Motor Vehicles Attestation in the voter registration application , you authorize DMV to send the Board of Elections your digital signature we have on file from when DMV issued you your Driver License, Non Driver ID Card or Learner's Permit. Agreeing to the attestation is the legal equivalent of a handwritten signature.",Voter Registration Application Frequently Asked Questions#1_0,bafeb90b6b6846be9f2359944006353a
I'm removing my truck from the road for a while and I need to know what to do with my professional plates.,You can keep your professional plates and have them stored for you at most DMV offices.,no,"[{'sp_id': '30', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}]","If I remove a vehicle from the road, can I keep my picture or professional plates?",Learn about picture and professional plates#3_0,a1d872f888167ce0081615a95a957fb8
What happens if the lienholder present on the title certificate is a person and not a loan company?,"In this instance, the letter that is sent to the DMV must be notarized",The lienholder will be able to sell the title to the buyer.,"[{'sp_id': '31', 'label': 'solution'}]",What if the lienholder has my title certificate?,Remove a lienholder from a title#1_0,b3f594d14d613b40a3266e046889b780
"Hello, I would like you to help me how to apply?","You must send
    Original installation request pdf VS-1
    a copy of your completed original sealed and signed Guarantee Bond",I would like you to help me how to apply?,"[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",How to apply,Open a dealership#3_0,49571454ce9c8186b5ca7100b7ba4d67
If you did not pay New York State sales tax to the leasing company?,"provide your lease agreement , and complete Statement of Transaction PDF at NY State Department of Tax and Finance DTF-802",(iv),"[{'sp_id': '29', 'label': 'solution'}, {'sp_id': '30', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}]","If you paid New York State sales tax to the leasing company or dealer on the total amount of all your lease payments , provide your lease agreement that indicates that you paid the NY State sales tax, and complete the Claim for Sales Tax Exemption {Sales Tax Form} PDF [5] at NY State Department of Tax and Finance DTF-803. If you did not pay New York State sales tax to the leasing company or dealer on all of your lease payments , provide your lease agreement , and complete Statement of",Register a leased vehicle#1_0,4019984cd0fd4c57f519c02376f7a42b
Can I apply for a non titled vehicle.,The DMV MUST VERIFY WITH PREVIOUS OWNER,yes,"[{'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}]",Non-titled vehicles,Proof of ownership is not available#3_0,96ca09661fcd6b46ed866b3bed5abad9
"No, not really.","O.K., no problem. do you have a complain filed against you right now?",Is the penalty reduced?,"[{'sp_id': '3', 'label': 'precondition'}]","is required. If the offer is rejected , a hearing must be held. The result of the hearing may be no action, a civil penalty, and/or a suspension or revocation of your ability to operate as a vehicle related business in NYS. You may also be offered the opportunity to pay restitution to the consumer in lieu of the fines and/or penalties, or to have the penalty reduced.",A Guide for Facilities:#3_0,83925c8453f2e14b6ee66e48652fee78
Can someone access my information or my vehicle information by using a Pay-Per-Search facility?,"Yes, In accordance with NY State law anyone using this method has to apply to DMV and sign an agreement identifying their permissible use under the DPPA. Searches cost $7 each. Searches are usually done by insurance companies, who have to rate and monitor drivers or investigate claims. Searches are also done by employers who are required by monitor their employers driving records.",Yes,"[{'sp_id': '27', 'label': 'solution'}]","Yes. DMV makes driver license and vehicle registration information available for a fee using three methods: contract sales, pay - per - search and over - the - counter. Anyone who accesses DMV information must comply with the federal Driver s Privacy Protection Act [1] DPPA. The DPPA was enacted by Congress after a careful debate about why states should be allowed to share DMV data. The DPPA prohibits states from disclosing a driver s personal information to anyone who does not have what the",Sharing your information#3_0,dd1a6454e50feb5860e438b126b7a12a
"It sounds like I can get it though, who gives the credit?",Yes the Custom Plates Unit can give you credit.,Custom Plates Unit,"[{'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}, {'sp_id': '45', 'label': 'solution'}]","document fees. The online custom plate order system cannot give you credit for the custom plate fees you have already paid on your current registration , but the Custom Plates Unit can. The policy to store vehicle plates is different in each office.",Replace or transfer personalized plates#1_0,5f4ff24e6cddeebf1a33c27878bc1b12
yes,"Your pick - up truck can qualify for passenger class plates if it meets certain conditions , depending on its unladen weight",no,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","Does passenger class change the MGW listed on registration documents? 
No. Passenger class plates on a pick - up truck do not change the maximum gross weight MGW listed on the registration documents or the unladen weight listed on the title certificate.",Register a pick-up truck as 'passenger' class vehicles#1_0,2048eff6ec77bc713a584bf4bda60afb
Hi there I'm reaching some information about how to do a IRP registration transfer.,Do you also want to transfer an apportioned plate?,I'm reaching some information about how to do a IRP registration transfer.,"[{'sp_id': '2', 'label': 'precondition'}]","Do it by phone: 
You can't transfer an IRP registration by phone. You may call the IRB with questions at 1 - 518 - 473 - 5834. 

Do it by mail: 
You can transfer your IRP registration by mail. Follow the instructions on this page and Schedule A&C [3] IRP-6.",Transfer IRP registration#1_0,2c4c2eb65aa19b7f5a95602425f39bb4
Yeah.,Okay. ,Is the purpose of the assessment to prevent the repeated behavior of problem drivers and to improve traffic,"[{'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]","What is a driver responsibility assessment? 
The driver responsibility assessment is a fee you must pay to DMV over a three year period if you are convicted of certain traffic offenses in New York State or accumulate 6 or more points on your driving record within 18 months. This fee is in addition to any fines, penalties or surcharges that you must pay for a traffic conviction. The purpose of the assessment is to prevent the repeated behavior of problem drivers and to improve traffic safety.",Pay driver responsibility assessment#1_0,27f5627eeda73f6df25a5df6a900de6a
Yes this is the first time.,You must pay the registration fee and vehicle plate fee as well as some other fees.,Is this the first time you have used this service?,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]","Common Tasks: 


Show ""do it online"" button in megamenu: 


Topic: 
Registration [8 ] 

show mydmv button in megamenu: 


Disable this transaction?:",Estimate registration fees and taxes#1_0,d806b1093f0031f04066f252b0189d8a
I'll send the envelope on the way today. What about violations in other parts of NY?,"In other parts of New York State, traffic violations are processed in the criminal or traffic court of the city, county, town or village where the alleged offense took place.",c).,"[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]","If you have 3 or more alcohol - related convictions on your entire driving record , a plea of guilty to a violation that results in 5 or more points may result in the revocation of your license under Part 132 of the Commissioner's Regulations. You may want to consult with an attorney before entering your plea. In other parts of New York State , traffic violations are processed in the criminal or traffic court of the city, county, town or village where the alleged offense took place. To answer",Tickets received in New York City#3_0,a244220f9e7d6550dba2b3ce706b0da2
hello I need information about CDL,Do you want to know if you will receive a temporary CDL after passing your driving test?,(iv),"[{'sp_id': '72', 'label': 'precondition'}]","What is the fee for a CDL? 
It depends on the expiration date and the class of your current driver license, and the date that you receive your CDL. 

When will I get my CDL? 
The local DMV office will issue a temporary CDL that is valid for 90 days. Your photo CDL will arrive by mail in 3 to 4 weeks.",Get a CDL#1_0,897290780813bae9d28988ca2e586580
"Okey, I have a bit of a problem: I have a different name on both my vehicle registration application and my Insurance Identification Card, do they have to be the same or that woudn't be a problem?","Yes, that's a problem. Your insurance cards and vehicles must have the same name.",Yes. Your insurance cards must have the same name as the name on your vehicle registration application.,"[{'sp_id': '40', 'label': 'solution'}]","Does the name on my vehicle registration application and Insurance Identification Card need to be the same? 
Yes. Your insurance cards must have the same name as the name on your vehicle registration application. 

Will the DMV accept copies or faxes of my Insurance Identification Card? 
Yes. However , the DMV will not accept a card if the DMV barcode reader cannot read scan the barcode.",New York State Insurance Requirements#3_0,d77bed8d891da4e8e4374822dcbb98f3
What happens after I send the application?,"Once your application is complete and accurate, a repair shop record will be issued to you.",The application is reviewed by the company.,"[{'sp_id': '56', 'label': 'solution'}, {'sp_id': '57', 'label': 'solution'}, {'sp_id': '59', 'label': 'solution'}]",How to apply,Open a repair or body shop#3_0,03a7116ce2d2e2f32217ce52b21f9c6f
That's equal to both registration or title requests?,That's right. It applies for both of them.,no,"[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]","You can order your title record abstract by using form Request for DMV Records PDF [3] MV-15. Include these items with your request the Vehicle Identification Number VIN if you do not know the VIN , we may be able to locate the record using our registration files - provide the name and date of birth DOB of the registrant, as well as the year and make for the vehicle a photocopy of your driver license or other government issued photo ID card as proof of identity a personal check or money order",Get a vehicle registration or title record (abstract)#1_0,1846a02f280df13dfff81c3925a83613
yes,"If you are under the age of 21 when you commit an alcohol or drug related driving violation that occurs out - of - state and you are convicted of the violation , your New York State driver license will be revoked for at least one year .",It's impossible to say,"[{'sp_id': '14', 'label': 'solution'}]","Convictions for criminal negligence, homicide or assault 
The New York State DMV records the out - of - state convictions of any New York driver for criminal negligence, homicide, or assault, which arise out of the operation of a motor vehicle and which results in death. As a result of any of these convictions , your NY State Driver License will be revoked.",Tickets received in another state#3_0,3135fc2dd83399b9157bec1b231a1a02
I need some more info on traffic violations and pleading guilty,Would you like to know what happens if you plead guilty to a violation that results in 5 or more points?,Yes,"[{'sp_id': '46', 'label': 'precondition'}]","hearing only once, but not within 24 hours of your hearing. If you fail to appear for your hearing you may be convicted by default you may need to pay additional fines your driving privilege will be suspended If you previously pleaded Not Guilty to the traffic ticket , you can change your plea to Guilty. However , in order to plead not guilty you must pay all the fines, fees, and surcharges. Partial payments are not accepted. To avoid additional fees you must complete this transaction before",Plead to or pay TVB tickets#1_0,435674b585d925f2a6708b2636d3afac
"If i choose to apply for a replacement title at a DMV office, will i get the new ones directly there?","You will not. The certificates will only be printed at Albany in a secure facility and mailed to the owner afterwards. Therefore, doing the application online saves your time and it is the easiest way to do it.",no,"[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]","You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
How can I remove an ignition interlock restriction from my driver license?,"You have to ask your ignition interlock monitor to give you a form that states that you no longer have to install the device, then submit that form to the DMV to get you a new document without the restriction.","To remove an ignition interlock restriction from your driver license, you must take this form to ","[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}]","How do I remove the ignition interlock restriction from my driver license? 
Your ignition interlock monitor must give you a form that states that you are no longer required to install and maintain the ignition interlock device in motor vehicles you own or operate. You must take this form to a local DMV office and apply for a new document without the restriction.",Leandra's Law & ignition interlock devices#3_0,bd57b9f3c77bf1a903550c27a3e31e5a
yes there was.,There a Consumer Services Representative from the DMV will contact you in an attempt to resolve this complaint .,no,"[{'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]","You are entitled to hire an attorney and to bring that attorney to the hearing. The DMV is the petitioner is this case and the complainant may be a witness for the case. As a result of the hearing , the ALJ may sustain some, all, or none of the charges. There may be no action, a warning, the imposition of a suspension, revocation, and/or civil penalties. If the ALJ only imposes civil penalties , in order to prevent the loss of your operating privilege , you must pay all fines and penalties. You",About complaints and charges for repair and body shops#3_0,0798514c62af253f03ad00e163e27a2b
Can I continue my course whilst waiting for the renewal?,ntil your new license is issued your instructors will not be able to teach for your school and your school will be unable to provide lessons to customers,yes,"[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]","provide lessons to customers teach the Pre - licensing Course if your school was approved to teach this schedule road tests or bring customers to a road test You can renew the license up to 6 months after the previous license expires BUT any operation of your business between when your driving school license expired and the new license is issued will constitute unlicensed operation of a driving school. This could result in your having to pay a civil penalty of $1,000 and/or denial of future",Renew Driving School License#3_0,34a76fd36c11481d7429788e71b19efb
do not,you want to know how can you find the unloaded weight of your truck?,(iv),"[{'sp_id': '22', 'label': 'precondition'}]","Does passenger class change the registration fees? 
No. Passenger class plates on a pick - up truck do not change the registration fees. Commercial registration fees still apply. The DMV requests the unladen weight to verify that your pick - up truck is eligible for passenger class plates. The DMV does not change the unladen weight or the MGW.",Register a pick-up truck as 'passenger' class vehicles#1_0,672bcdec9a93bf717ff2d76824532a7b
"I have been placed on a problem driver restriction, how long will this restriction be for, can i have it removed early?",may i ask if this was due to an alcohol-related incident?,"If your revocation was due to an alcohol - related incident, the restriction remains","[{'sp_id': '30', 'label': 'precondition'}]","How long will the restriction be in effect? Is there any way I can have the restriction removed early? 
If your revocation was due to an alcohol - related incident , the restriction remains in effect for five years from the date you receive your driver license or permit. If your revocation was not due to an alcohol related incident , the restriction remains in effect for two years from the date you receive your driver license or permit. The restriction cannot be removed earlier.",About problem driver restrictions#3_0,60bc244ff9939fb6824d60b85c8f58bf
What if the Vision Test Report has a print date of 9/03 or earlier?,Then the form is valid for 6 months after the date of the eye test.,the form is valid for 6 months after the date of the eye test,"[{'sp_id': '77', 'label': 'solution'}]","print date of 3/04 or later , the vision care professional marks a box on the form to indicate if the form is valid for 6 months or for 12 months after the date of the eye test. a physician a physician's assistant an ophthalmologist an optometrist an optician a registered nurse a nurse professional If the Vision Test Report MV-619 has a print date of 9/03 or earlier , the form is valid for 6 months after the date of the eye test. If the form has a print date of 3/04 or later , the vision care",Vision requirements & restrictions#3_0,4d24bdfcbe6c8fd41551d0885986e4a1
Yes,You can provide a temporary addresss when you order by mail or at a DMV office.,No,"[{'sp_id': '64', 'label': 'precondition'}]","Replace at an office and get an Enhanced or REAL ID 
You don't have to get an Enhanced or REAL ID. 3 However , if you have a Standard , you will not be allowed to board a domestic flight starting in October 2020 unless you have a Passport. Complete this guide to make sure you have the proofs of identification you need before you come to DMV. Find your proofs [3 ]",Replace license or permit#1_0,050fb92e75fa926c14f551dc558dfd51
"Um, sounds logical. In any case, what items i need to bring to DMV when i look for the replacement process?",You have to bring with you a completed Application for Duplicate Title or MV-902.,(iv),"[{'sp_id': '59', 'label': 'solution'}]","Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
My mother has just passed away.  Can you please give me the address for reporting this to the DMV? ,"Please mail a copy of the death certificate and a photo copy of their license or ID if you have it to the DMV.  You can mail that to DMV License Production Bureau, P.O. Box 2688 ESP, Albany, NY 12220-0668.  This will prevent further mailings or identity theft. ","DMV License Production BureauP.O. Box 2688 ESP Albany, NY ","[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]","Driver license, permit, and ID 
If your loved one has passed away , please mail a copy of the death certificate and a photo copy of their license or ID if you have it to the DMV. This will prevent further mailings or identity theft. DMV License Production BureauP.O. Box 2688 ESP Albany , NY 12220 - 0668",If a family member has died#3_0,eb619dade655a47051a8d5b190692944
what information appears on a lifetime driving record?,a lifetime driver record contains all license information that the DMV has about a driver however it may not include information that dates back to when a driver was initially granted driving privileges.,a driver's license number,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",What information appears on a lifetime driving record?,Lifetime driving records#3_0,cc53d8c1aa8562a6098f83de8ebbc4b2
I need address entry information for DMV records,New York State law requires that you report a change of residence to the DMV within 10 days.,I need address entry information for DMV records,"[{'sp_id': '69', 'label': 'solution'}]",Entry of Addresses for DMV Records,Information about transaction entries#3_0,dfeeb7fdb19df5d83decebbb31946687
When will I know if the DMV has received my self-certification?,"DMV is entering commercial driver self - certification and medical certification data daily, however due to the volume of responses it could take a period of time for a driver record to be fully updated",yes,"[{'sp_id': '91', 'label': 'solution'}, {'sp_id': '92', 'label': 'solution'}, {'sp_id': '93', 'label': 'solution'}]",13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?,Medical Certification FAQ's#3_0,5132fd5270059fd9bde7452d4341c22e
"Well, i'm kinda doing something related. By the way, my insurance company has requested me to transfer a insurance transfer only title. Is it okay to do that?","There shouldn't be any problem with that, unless your vehicle is in fact recovered before you do that transfer. In that occurs, you should continue, but make sure the police cancel the stolen vehicle alarm first. Then, send your title to the Title Bureau with a letter explaining your car has been recovered. You'll get a regular title then.",(ii).,"[{'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}, {'sp_id': '23', 'label': 'solution'}]","If your vehicle is not recovered , you may have to transfer ownership to your insurance company using your title certificate. If you have lost your title certificate , you must apply for a duplicate title. See Replace a Title Certificate [2] for more information. A duplicate title issued when a vehicle is stolen is marked to show the vehicle is stolen and that the duplicate title is valid for insurance transfer only. If your vehicle is recovered before you transfer the "" insurance transfer only",Stolen and recovered vehicles#3_0,7fd370d7621ba8f73ed9f2f4bdaa9abb
What is a TNC ?,"TNC stands for transportation network company , a term defined in a recently enacted part of the State Vehicle & Traffic Law ",transportation network company,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]","What is a TNC? 
TNC stands for transportation network company, a term defined in a recently enacted part of the State Vehicle & Traffic Law. A TNC is a business, also known as a "" rideshare company "", licensed by DMV to use a digital network to connect passengers to TNC drivers for prearranged trips. 

How do I become a TNC driver? 
Contact one of the New York State licensed TNC companies. Lyft and Uber are currently licensed by DMV.",FAQ for TNC Drivers#3_0,05d46e411a1b32505d3f90220f80b15e
if the course is an internet course?,You must have a computer and an acceptable Internet connection.,yes,"[{'sp_id': '66', 'label': 'solution'}]","Yes. You can complete the course in as many sessions as necessary , but you must complete the course within 30 calendar days of registration. Your data will be stored online for each course session. Most sponsors assign you a user ID and a password when you register for the course. You can use your ID and password to log in on any computer that can access the Internet with an acceptable connection.",About online and alternative delivery method courses (I-PIRP/ADM)#3_0,b67f092db5df2583b3a911439411afdc
How do I obtain a disabilities parking permit while out of state?,"Most states honor New York parking permits. If traveling out of state, be sure to contact your local motor vehicle agency to inquire if the state you are traveling to accepts New York parking permits.","To apply for a temporary permit, you must present the same proof of disability as required","[{'sp_id': '171', 'label': 'solution'}, {'sp_id': '172', 'label': 'solution'}]","procedures in your area. If your disability is not permanent , you may qualify for a temporary permit valid for up to six months. To apply for a temporary permit , you must present the same proof of disability as required for a permanent permit. The temporary permit will allow the same access to reserved parking spaces. If you have a temporary parking permit that is due to expire, and you still have a qualifying disability , you must obtain a new medical certification before you can apply for",Parking for People with Disabilities - The Law#3_0,61c250c149ecfaac8d28fbeff8ff1975
"Yes, it does.",Excellent. You can apply for this waiver at the same time you apply for your NYS CDL.,"Does it say ""do it online""?","[{'sp_id': '3', 'label': 'solution'}]","Do it at the DMV: 
You must apply for a military skills test waiver at a DMV Office. 

Show ""do it online"" button in megamenu: 


Topic: 
Commercial Drivers [5 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Get a military skills test waiver#1_0,1d847ac492d6f02b2033cfe8ce8be69b
I'm having trouble with your MyDMV site.,Are you being redirected to that page from somewhere else?,I can't sign in.,"[{'sp_id': '2', 'label': 'precondition'}]",Signing in to MyDMV[1],Signing in to MyDMV#1_0,ad8817825e44e8f146c95ef025db823f
Do I have to surrender his plates when I do this?,"You can, although you may be eligibile for a refund if you meet the pre-reqs for it.",yes,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]",Plate surrender and registration refund,If a family member has died#3_0,77c10fb22d48dc3906e6b3f24d2d5330
"no, I need info about getting a violation while on a bike",Do you need to know more about receiving a traffic ticket while riding a bicycle?,no,"[{'sp_id': '50', 'label': 'precondition'}]","revocation of your driving privilege. You must appear at a TVB office. You cannot plead Not Guilty online if your driving privilege is suspended for failure to answer the ticket. If you have received a notice of pending suspension for failure to answer this ticket , you must go into a TVB office or schedule over the phone. Your hearing must be held in the jurisdiction where the ticket was issued. The transaction sets the earliest available date for your hearing. You can change the date of your",Plead to or pay TVB tickets#1_0,435674b585d925f2a6708b2636d3afac
What if the vehicle is only a couple years old?,"Before you buy, make sure that the seller has completed the appropriate damage disclosure statement. This statement would show whether or not the vehicle's new title should be branded, ""Rebuilt Salvage"".",the DMV will issue a branded title,"[{'sp_id': '201', 'label': 'solution'}, {'sp_id': '202', 'label': 'solution'}, {'sp_id': '203', 'label': 'solution'}]","vehicle office. It is also available from a DMV Call Center or from the DMV Internet Office. If the seller indicates the vehicle has been damaged to the extent that the cost of repairs would be in excess of 75 percent of the retail value of the vehicle at the time of loss , the vehicle cannot be registered. It must undergo a salvage vehicle examination by DMV. After the vehicle passes the exam , the DMV will issue a branded title. PLEASE NOTE: If the vehicle is 8 model years old or newer , the",Information and Instructions About Your Certificate of Title#3_0,2961d1418af363567880d5a19e6e8a77
My vehicle was registered in New York. what insurance should I use?,All vehicles registered in New York must have New York State auto liability insurance coverage.,New York State issued automobile liability insurance coverage,"[{'sp_id': '48', 'label': 'solution'}]","Do I need insurance? 
Yes. To register a vehicle in New York State you must have New York State issued automobile liability insurance coverage. If you do not maintain the coverage , the DMV can suspend your vehicle registration and your driver license.",New York State Insurance Requirements#3_0,b9d3da1f4aba75ee4729d8f91030e16f
"Thanks for this wonderful suggestion. Answer me one final question, please. Do I need to have the same address on all of my applications?","The DMV sends documents and important notices to customers by mail. We recommend that you use the same address on all of your applications, documents, and transactions. You must report your address change to both the DMV and the USPS.",Yes,"[{'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}, {'sp_id': '42', 'label': 'solution'}]","The DMV sends documents and important notices to customers by mail. We recommend that you use the same address on all of your applications, documents, and transactions. You must report your address change to both the DMV and the USPS. When you change your address , you can write your new address on the back of your driver license, non - driver ID card or learner permit, and on the front of the registration document carefully draw lines through the old address. Do not write the new address on a",How to change your address#1_0,d1a4b323092f9f153fb651a7894d056b
What do I need to register a moped?,Do you know what is considered a motorcycle of limited use (also known as a moped)?,a moped certifying agent,"[{'sp_id': '2', 'label': 'precondition'}]",can certify a moped.,Register a moped#1_0,2031397fc2d247ce8139cc7141a77158
And how would I do in case I don't remember my license plate number?,provide your DOB name and date of birth as well as vehicle make and year,Include these items with your request your plate number or Vehicle Identification Number VIN,"[{'sp_id': '9', 'label': 'solution'}]","You can order your vehicle registration abstract by using form Request for DMV Records PDF [3] MV-15. Include these items with your request your plate number or Vehicle Identification Number VIN if you do not know your plate number or VIN , provide your name and date of birth DOB, as well as the vehicle make and year a photocopy of your driver license or other government issued photo ID card as proof of identity a personal check or money order payable to "" Commissioner of Motor Vehicles "" to",Get a vehicle registration or title record (abstract)#1_0,3af08ecf90fc6781e117df7351f2aa19
And if I already sent it but a month has passed and I have not received it?,it can take up to 90 days for you not to receive your title,a month has passed and I have not received it,"[{'sp_id': '22', 'label': 'solution'}]","activities take time. If your lien has not been recorded, and the correct form and fee have been filed , we will record your lien and send you a Notice of Recorded Lien MV-901. If we do not have the correct form and fee to record your lien , we will contact you to let you know what is needed. The issue date is the date the DMV prints the title certificate. The DMV mails the certificate after it's printed.",How to check a title or lien status#1_0,0fe90f7578cc64f44c8146988248aeb4
yes,you will need to go through the states dmv office to get a temporary plate and registration to transport the vehicle to new york,yes,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]","[5] you can use. For intrastate permits , you may also need to pay title or lien fees and sales tax. These proofs of insurance are acceptable NY State Insurance ID Card FS -20 or FS-21 Insurance Certificate For Hire Passenger Vehicle FH-1 or FH-2 Corporate Surety Bond For Hire Passenger Vehicle FH-1B or FH-2B The preparation date must be 7 days or less from the date of your application for the vehicle permit. Additionally , the Temporary Insurance ID Card FS-75 must have "" in - transit "" or """,In-transit vehicle permits (temporary registrations)#3_0,00c3cf12459d333bf1fae429a46d345e
"can you give me details of The ""Consumer's Bill Of Rights""
","Pursuant to the Repair Shops Act, you have rights",The Consumer's Bill of Rights is a consumer protection law that was passed in the United,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]","The ""Consumer's Bill Of Rights""",Know Your Rights in Auto Repair#3_0,9c0fdcf0507197dade08bddd30a28a54
Can I bring witnesses with me?,Yes. You may present witnesses and evidence at a hearing ,yes,"[{'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}]","courts in other areas of the state , you may present witnesses and evidence at a hearing before an ALJ and be represented by an attorney.",Traffic Violations Bureau#3_0,6a891e7fe625d3c5c11f561c9f74842c
