question,answer,model_answer,retrived_doc,ref,attribution,doc_id
Yes,it will be handled by a new york state department of motor vehicles dmv traffic violations bureau,Yes,"understand English , you may bring someone to help you. Tell the ALJ, before the hearing starts, that someone who speaks your native language and English is there to interpret. The ALJ will listen to sworn testimony from the police officer, who will explain why you were given the ticket. Then , you or your attorney may ask the officer questions. You also may bring witnesses to testify for you and written evidence. The judge may ask witnesses questions to better understand their testimony. You
do not have to testify but you may if you wish. You cannot be found guilty just because you do not testify. When all of the evidence and testimony have been given , the ALJ will decide whether or not you are guilty. That decision will be based only on the evidence and testimony presented at the hearing and what the law states. If the ALJ decides the charge against you was not proven by clear and convincing evidence , you will be found not guilty. If the charge is proven and you are found guilty
, the judge will set a fine. Your license or registration also may be suspended or revoked, depending on the violation and your overall driving record.","[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}]",,Traffic Violations Bureau#3_0
what to do if i plead guilty?,"fill in requested information, sign it, either mail it with your payment or bring your payment to any TVB office",go to the TVB to answer the charge in person,"Hearings are open to the public. You may go to any TVB office to watch hearings so you know what to expect at yours. To Plead Guilty - Use the Traffic Ticket Pleas, Hearings and Payments online transaction [1] or read the instructions and check the "" guilty "" box on the back of the ticket. Fill in the requested information , sign it and , , either mail it with your payment to the Albany address listed on the ticket or bring your payment to any TVB office. You may pay the fine and surcharge by
Visa or Mastercard, or by a check or money order payable to the Commissioner of Motor Vehicles. Include the total fines and surcharges listed on the ticket for your violation. You may not plead guilty by mail if the charge against you will result in license or registration suspension or revocation upon conviction such as driving without insurance or a third speeding violation within 18 months. If you plead guilty to such a charge by mail , you will be notified that you must go to the TVB to
answer the charge in person. Your Address - If your mailing address is different from the address written on the front of the ticket , please write the correct mailing address in the space provided on the back of the ticket. You may request your traffic ticket hearing to be postponed and rescheduled to a different date. For the ticket's first postponement , the appropriate TVB must receive your request by mail at least 10 days before the date of the scheduled hearing. You may also make your","[{'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}]","If you plead guilty to such a charge by mail , you will be notified that you must go to the TVB to
answer the charge in person.",Traffic Violations Bureau#3_0
what about suspensions?,as the number of suspensions you have increases. a driver is suspended for a ticket not answered and fine not paid,revoked,"for 60 days. If you are a holder of a probationary / junior license or learner permit and you are charged with a cell phone / texting violation on or after July 1 , 2013 , you cannot plead by mail or online. You must appear for a hearing in a TVB office. Points Most traffic violations carry violation points. The points will be added to your record using the date the violation occurred, not the date you are found guilty. If your violation points in any 18-month period add up to 11 or more , your
license may be revoked or suspended following a hearing. The ALJ usually holds the point hearing immediately after you are found guilty of a violation that brings your total to 11 or more points in 18 months. On the following panel is a list of common violations and the number of points for each. Taking a DMV - approved accident prevention course can reduce your point total by up to four points and reduce your auto liability and collision insurance premiums by 10% for three years. Ask for more
information at any motor vehicle office.","[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}]","If your violation points in any 18-month period add up to 11 or more , your
license may be revoked or suspended following a hearing.",Traffic Violations Bureau#3_0
when can i leave my hearing?,the ALJ will decide whether or not you are guilty,when you mail your not guilty plea,"a letter telling you when and where to go for your hearing. If you are hearing impaired and require an interpreter , include a request for one when you mail your not guilty plea. An interpreter will be assigned to your hearing at no charge to you.
ATTEND YOUR HEARING
Hearings are open to the public. You may go to any TVB office to watch hearings so you know what to expect at yours. To Plead Guilty - Use the Traffic Ticket Pleas, Hearings and Payments online transaction [1] or read the instructions and check the "" guilty "" box on the back of the ticket. Fill in the requested information , sign it and , , either mail it with your payment to the Albany address listed on the ticket or bring your payment to any TVB office. You may pay the fine and surcharge by","[{'sp_id': '78', 'label': 'solution'}, {'sp_id': '79', 'label': 'solution'}]","If you are hearing impaired and require an interpreter , include a request for one when you mail your not guilty plea.",Traffic Violations Bureau#3_0
what if i plead not guilty?,your case wull be heard by a dmv administrative law judge,your license will be suspended,"Follow the instructions on the ticket for the plea you wish to make, and act promptly. If you don't answer the ticket in the time allowed , your driver license will be suspended. Later , you could be found guilty of the charge because of your failure to respond a default conviction. Your license would be suspended for not paying the fine and a judgment would be entered against you. Driving with a suspended license is a crime. A felony conviction may result in fines of up to $5,000, jail,
probation, or confiscation of your vehicle. As the number of suspensions you have increases , the penalties also increase. A driver is suspended for ticket not answered and fine not paid. To Plead Not Guilty - Use the Traffic Ticket Pleas, Hearings and Payments online transaction [1] or read the "" not guilty "" instructions and check the "" not guilty "" box on the back of the ticket. Fill in the requested information , sign it , and mail the ticket to the Albany address listed. DMV will send you
a letter telling you when and where to go for your hearing. If you are hearing impaired and require an interpreter , include a request for one when you mail your not guilty plea. An interpreter will be assigned to your hearing at no charge to you.","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]","If you don't answer the ticket in the time allowed , your driver license will be suspended.",Traffic Violations Bureau#3_0
can i bring witnesses?,yes. you may present witnesses,yes,"traffic ticket in one of these TVB areas , your case will be heard by a DMV Administrative Law Judge ALJ, an experienced attorney with special training in the Vehicle and Traffic Law. An ALJ has the authority to decide whether or not you are guilty and to set a fine if you are found guilty. An ALJ also has the authority to revoke or suspend your driver license and/or auto registration when required by law or when the ALJ believes it is in the interest of traffic safety. Just as in traffic
courts in other areas of the state , you may present witnesses and evidence at a hearing before an ALJ and be represented by an attorney.
IF YOU ARE ISSUED A TICKET","[{'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}]",,Traffic Violations Bureau#3_0
I need to change my license from Class D to Class E.,Have you completed the necessary requirements?,Yes,"Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.
If you do not have New York State driver license","[{'sp_id': '11', 'label': 'precondition'}]",,Get a license to drive a taxi or livery vehicle#3_0
"No, I haven't done it yet.",Do you know what identification you need to bring to the DMV?,"No, I haven't.","Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.","[{'sp_id': '13', 'label': 'precondition'}]","apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.",Get a license to drive a taxi or livery vehicle#3_0
"Yes, I know which one.",Find your proofs of identity to bring to an office.,I'm not sure.,"Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.","[{'sp_id': '15', 'label': 'solution'}]","apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.",Get a license to drive a taxi or livery vehicle#3_0
What should I do if I want a Standard that is not for federal purposes?,You need to bring your current NY State license as proof of identity.,Change your existing NY State license / ID to a REAL ID or Enhanced,"Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.","[{'sp_id': '20', 'label': 'solution'}]","Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license.",Get a license to drive a taxi or livery vehicle#3_0
"I plan to drive a taxi, what should I do?",You need  to contact the Taxi and Limousine Commission.,Contact the Taxi and Limousine Commission [6].,"If you do not have New York State driver license
If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '36', 'label': 'solution'}]","If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6].",Get a license to drive a taxi or livery vehicle#3_0
"My licence was issued on January 25, 2017, What kind of document will I have?",You will have a Standard document.,Standard document,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '40', 'label': 'solution'}]",Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES ',Get a license to drive a taxi or livery vehicle#3_0
"Hello, i'm interested in changing my license from Class D to Class E, please.",Have you completed any procedures or applications yet?,"[3 ] On the first page, select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "", bring your current NY State license as proof of identity Step 3: Go to the DMV surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] Step 4: Get your Class E license in the mail Allow 2 weeks for your new license to arrive.","Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.
If you do not have New York State driver license","[{'sp_id': '11', 'label': 'precondition'}]","Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license.",Get a license to drive a taxi or livery vehicle#3_0
"No, i haven't.","Ok, have you at least verified what kind of identification you need to bring to the DMV?",Have you been to New York City?,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '13', 'label': 'precondition'}]",The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City.,Get a license to drive a taxi or livery vehicle#3_0
Do i need to verify that before hand?,"Yeah, that's the correct thing to do. Besides, you need to find your proofs also.",Yes,"Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.","[{'sp_id': '15', 'label': 'solution'}]",,Get a license to drive a taxi or livery vehicle#3_0
"How do i know if my license is Enhanced or not? All i know it was issued in February 2017, can you clarify this to me, please?","Don't worry, sure i  can do that. Seeing that date, i have to inform you that license is just a standard one.",Enhanced,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '40', 'label': 'solution'}]","If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document.",Get a license to drive a taxi or livery vehicle#3_0
"Ok, thanks for the clarification. Another question, a friend of mine is looking to get its first driver license, which type could be better for him?","If he's going to apply for the first time, a E type driver license could be just the better, instead a D type. That's because both license requires the same vision and share written and road tests.",Class E,"If you do not have New York State driver license
If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]",Apply for a Class E driver license instead of a Class D driver license.,Get a license to drive a taxi or livery vehicle#3_0
I am looking to change my license from Class D to Class E. What do I do?,Are you at the start of this process?,Go to the DMV surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] Step 4: Get your Class E license in the mail Allow 2 weeks for your new license to arrive,"Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.
If you do not have New York State driver license","[{'sp_id': '11', 'label': 'precondition'}]","apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.",Get a license to drive a taxi or livery vehicle#3_0
"No, I am just enquiring",Do you know what form of identification you need to bring with you to the DMV?,No,"Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.","[{'sp_id': '13', 'label': 'precondition'}]",,Get a license to drive a taxi or livery vehicle#3_0
"What form of ID do I bring with me if I am looking for a Standard license that will display ""NOT FOR FEDERAL PURPOSES""?","In this instance, you must bring your current NY State license as proof of identity",a real ID,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '20', 'label': 'solution'}]",Apply for a Class E driver license instead of a Class D driver license.,Get a license to drive a taxi or livery vehicle#3_0
"What happens if my license was issued before October 30, 2017 and is not Enhanced?","Well in this case, you have a Standard document",You have a Standard document,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '40', 'label': 'solution'}]","If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document.",Get a license to drive a taxi or livery vehicle#3_0
Hello I need to know how to change my license from Class D to Class E,have you completed the application for Standard Permit?,"[3 ] On the first page, select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "", bring your current NY State license as proof of identity Step 3: Go to the DMV surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] Step 4: Get your Class E license in the mail Allow 2 weeks for your new license to arrive","Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.
If you do not have New York State driver license","[{'sp_id': '11', 'label': 'precondition'}]","Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity
Step 3: Go to the DMV 
surrender your Class D license.",Get a license to drive a taxi or livery vehicle#3_0
"I have, yes. I completed the application for Standard Permit.","Ok, besides the Application for Standard Permit you need to complete the Driver Licenses for Non-Driver ID Card PDF MV-44",Yes,"To drive taxis and other livery vehicles in New York State , you must be 18 years of age or older and you must have a driver license that is one of these classes Class A commercial driver license CDL Class B CDL Class C CDL Class E driver license 

If you plan on traveling 
We recommend you come to the DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 1 Learn about Enhanced, REAL ID and Standard documents [1]. 

Change from a Class D to a Class E license
Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity","[{'sp_id': '12', 'label': 'solution'}]",,Get a license to drive a taxi or livery vehicle#3_0
"I'm planning a trip soon, any recommendation about my ID?",A good recommendation would be to go to the DMV first and ask for an Enhanced or REAL ID so you can avoid going to the office again later.,Enhanced,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '8', 'label': 'solution'}, {'sp_id': '9', 'label': 'solution'}]","If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document.",Get a license to drive a taxi or livery vehicle#3_0
what should I get for a Non-DRiver ID Card?,That would be the Driver License for Non -Driver ID card PDF MV-44,a Class D to a Class E license,"To drive taxis and other livery vehicles in New York State , you must be 18 years of age or older and you must have a driver license that is one of these classes Class A commercial driver license CDL Class B CDL Class C CDL Class E driver license 

If you plan on traveling 
We recommend you come to the DMV now to get an Enhanced or REAL ID, and avoid a second office visit later. 1 Learn about Enhanced, REAL ID and Standard documents [1]. 

Change from a Class D to a Class E license
Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity","[{'sp_id': '12', 'label': 'solution'}]","Change from a Class D to a Class E license
Step 1: Complete the 
Application for Standard Permit, Driver License for Non - Driver ID Card PDF [2] MV-44
Step 2: Determine what identification you need to bring to the DMV 
if you want a REAL ID or Enhanced, complete this document guide to know what proofs of identity to bring to an office Find your proofs [3 ] On the first page , select : Change my existing NY State license / ID to a REAL ID or Enhanced if you want a Standard that will display "" NOT FOR FEDERAL PURPOSES "" , bring your current NY State license as proof of identity",Get a license to drive a taxi or livery vehicle#3_0
"I don't have a New York State driver license, what do you recommend me to do?",you should apply for a Class E driver license instead of a Class D. The tests for both types of licenses are the same.,Apply for your first driver license,"Step 3: Go to the DMV 
surrender your Class D license. apply and pay for your Class E license the fee depends on the expiration date of your current driver license - we cannot calculate your fee until you apply take the vision test or prove that you meet our vision requirements [4 ] 

Step 4: Get your Class E license in the mail 
Allow 2 weeks for your new license to arrive.
If you do not have New York State driver license
If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in","[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]","If you do not have New York State driver license
If you do not have a driver license , learn how to apply for your first driver license [5].",Get a license to drive a taxi or livery vehicle#3_0
Will I need an Enhanced ID for domestic flights in the near future?,"Yes, from October 2020 onwards you'll need to have an Enhanced or REAL ID to board domestic flights.",Yes,"If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}, {'sp_id': '38', 'label': 'solution'}]",,Get a license to drive a taxi or livery vehicle#3_0
What do I need to know to be able to drive a taxi in New York City?,You first need to contact the Taxi and Limousine Commission.,I need to know how to apply for your first driver license.,"If you do not have New York State driver license
If you do not have a driver license , learn how to apply for your first driver license [5]. Apply for a Class E driver license instead of a Class D driver license. The Class D license and the Class E license both require the same vision, written and road tests. The New York City Taxi and Limousine Commission T&LC regulates taxi drivers and livery drivers in New York City. If you plan to drive a taxi or livery vehicle in New York City , contact the Taxi and Limousine Commission [6]. Starting in
October 2020 , you will need an Enhanced or REAL ID to board a domestic flight unless you have a passport. If your license or permit was issued before October 30 , 2017 and is not Enhanced , you have a Standard document. Newly issued Standard license and permits state : ' NOT FOR FEDERAL PURPOSES '","[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}, {'sp_id': '38', 'label': 'solution'}]","If you do not have New York State driver license
If you do not have a driver license , learn how to apply for your first driver license [5].",Get a license to drive a taxi or livery vehicle#3_0
