question,answer,model_answer,retrived_doc,ref,attribution,doc_id
What happens if I fail my road test?,"The main thing is not to worry, it's not the end of the world",You can schedule another road test,"If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time. Schedule , cancel or reschedule a road test online [5 ] Schedule by phone : 1 - 518 - 402 - 2100 

On your test day
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.","[{'sp_id': '61', 'label': 'solution'}]","You can schedule another road test , but you must pay additional fees if you failed your first two road tests.",Schedule and take a road test#1_0
"If I have a temporary learner permit, without a photo, how do I pay for any additional road tests?","If your license is temporary, you must bring your NY State driver license with you, or alternatively, a NY State non-driver ID Card",pay with a credit or debit card,"If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
see Prepare for your road test [12]. The fee for up to two road tests for a non - commercial license is included in your $10.00 driver license application fee. Usually, the earliest date is within three to five weeks , but at peak testing periods during summer and school breaks it may be up to 10 weeks away. There are no waiting lists. If you have an interim or temporary learner permit without a photo , you must also show a NY State photo driver license or a NY State non - driver ID Card. Photo
After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]","[{'sp_id': '88', 'label': 'solution'}, {'sp_id': '89', 'label': 'solution'}, {'sp_id': '90', 'label': 'solution'}]",See Get a learner permit [10].,Schedule and take a road test#1_0
How do I pay for an additional road test after failing the initial test?,You can pay for this either online or by phone,"You must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278, If you fail your test Don't worry. If you fail a non - commercial license road test, your learner permit remains valid until the expiration date. If your learner permit expires before your next road test, you must get a new learner permit.","How to pay for additional tests
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests , you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2].","[{'sp_id': '72', 'label': 'solution'}]","To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
If you fail your test 
Don't worry.",Schedule and take a road test#1_0
I would like to know what happens after passing my road test.,"You will receive from our license examiner an interim license that allows you to drive. Please, keep the interim license with your photo learner permit. You will receive your photo driver license in the mail in about 2 weeks.","I will receive my photo driver license in the mail, in 2 weeks","If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]","[{'sp_id': '55', 'label': 'solution'}, {'sp_id': '56', 'label': 'solution'}, {'sp_id': '57', 'label': 'solution'}]","Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]",Schedule and take a road test#1_0
What are the steps if I am 17 years old?,"If you are 17 years old and you have a Class DJ, MJ or DJMJ driver license, you must obey the restrictions for junior drivers. For more information you can see ""Graduated Driver License GDL Law and restrictions on drivers under age 18"".","You must wait at least 6 months from the date you received your learner permit to schedule your road test. After you pass your test our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license","Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]
your photo learner permit 4 glasses or contacts , if your permit indicates you need corrective lenses your original Pre - licensing Course Certificate MV-278 or Student Certificate of Completion MV-285, copies are not acceptable if you are under 18, a Certification of Supervised Driving PDF [7] MV-262 completed by your parent or guardian - this must be given to the license examiner each time you take a road test who has a license valid to operate the test vehicle a driver age 21 or older to
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,","[{'sp_id': '59', 'label': 'solution'}]","Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]
your photo learner permit 4 glasses or contacts , if your permit indicates you need corrective lenses your original Pre - licensing Course Certificate MV-278 or Student Certificate of Completion MV-285, copies are not acceptable if you are under 18, a Certification of Supervised Driving PDF [7] MV-262 completed by your parent or guardian - this must be given to the license examiner each time you take a road test who has a license valid to operate the test vehicle a driver age 21 or older to
If you fail your road test , you can pay for additional tests online or by phone.",Schedule and take a road test#1_0
How can I get a Pre-Licensing Course Certificate MV-278?,"For more information about it, see ""Prepare for your road test"". The fee for up to two road tests for a non-commercial license is included in your $10 driver license application fee. The earliest date is within three to five weeks.",You need a valid New York State learner permit,"your photo learner permit 4 glasses or contacts , if your permit indicates you need corrective lenses your original Pre - licensing Course Certificate MV-278 or Student Certificate of Completion MV-285, copies are not acceptable if you are under 18, a Certification of Supervised Driving PDF [7] MV-262 completed by your parent or guardian - this must be given to the license examiner each time you take a road test who has a license valid to operate the test vehicle a driver age 21 or older to
You need 
a valid New York State learner permit see a sample learner permit [3 ] an original, unexpired Pre - Licensing Course Certificate MV-278 or a Student Certificate of Completion MV-285 1 at least one unused test available 2 the ZIP Code for the test site - find test locations, directions and ZIP Codes [4 ]
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]","[{'sp_id': '82', 'label': 'solution'}, {'sp_id': '83', 'label': 'solution'}, {'sp_id': '84', 'label': 'solution'}]","your photo learner permit 4 glasses or contacts , if your permit indicates you need corrective lenses your original Pre - licensing Course Certificate MV-278 or Student Certificate of Completion MV-285, copies are not acceptable if you are under 18, a Certification of Supervised Driving PDF [7] MV-262 completed by your parent or guardian - this must be given to the license examiner each time you take a road test who has a license valid to operate the test vehicle a driver age 21 or older to
You need 
a valid New York State learner permit see a sample learner permit [3 ] an original, unexpired Pre - Licensing Course Certificate MV-278 or a Student Certificate of Completion MV-285 1 at least one unused test available 2 the ZIP Code for the test site - find test locations, directions and ZIP Codes [4 ]
If you fail your road test , you can pay for additional tests online or by phone.",Schedule and take a road test#1_0
What if I fail my road test?,"Don't worry about it, you can pay for additional tests online or by phone.",You can pay for additional tests online or by phone,"If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time. Schedule , cancel or reschedule a road test online [5 ] Schedule by phone : 1 - 518 - 402 - 2100 

On your test day
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.","[{'sp_id': '72', 'label': 'solution'}]","If you fail your road test , you can pay for additional tests online or by phone.",Schedule and take a road test#1_0
"My learner permit will expire 2 weeks before my road test, is that a problem?","Yes, you must get a new learner permit. For more information about it, please, see ""Get a learner permit"".",Yes,"If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,","[{'sp_id': '65', 'label': 'solution'}, {'sp_id': '66', 'label': 'solution'}]",,Schedule and take a road test#1_0
Can I use the DMV Road Test System to obtain my CDL?,"Yes, you are able to schedule a CDL test online or by phone.",Yes,"Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests , you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2].
Make sure your test was not rescheduled or relocated 
Tests can be cancelled / rescheduled or relocated because of bad weather or road construction. Before you leave for your test , check the DMV cancellations , closings and delays [6] webpage or call 1 - 518 - 402 - 2100. 

Be on time 
Try to arrive up to 30 minutes before the time of your test. If you are late , the license examiner may need to reschedule.","[{'sp_id': '2', 'label': 'solution'}]",,Schedule and take a road test#1_0
How long will it take to receive my driver license in the mail?,It will take about 2 weeks for you to receive your photo driver license in the mail.,2 weeks,"After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
see Prepare for your road test [12]. The fee for up to two road tests for a non - commercial license is included in your $10.00 driver license application fee. Usually, the earliest date is within three to five weeks , but at peak testing periods during summer and school breaks it may be up to 10 weeks away. There are no waiting lists. If you have an interim or temporary learner permit without a photo , you must also show a NY State photo driver license or a NY State non - driver ID Card. Photo
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests , you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2].","[{'sp_id': '55', 'label': 'solution'}, {'sp_id': '56', 'label': 'solution'}, {'sp_id': '57', 'label': 'solution'}]",See Get a CDL [2].,Schedule and take a road test#1_0
How do you pay for additional tests if you fail?,You can for additional tests either online or by phone. ,"You must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278, If you fail your test Don't worry. If you fail a non - commercial license road test, your learner permit remains valid until the expiration date. If your learner permit expires before your next road test, you must get a new learner permit.","How to pay for additional tests
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests , you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2].","[{'sp_id': '72', 'label': 'solution'}, {'sp_id': '74', 'label': 'solution'}, {'sp_id': '75', 'label': 'solution'}]","To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
If you fail your test 
Don't worry.",Schedule and take a road test#1_0
What would cause a test to be cancelled? ,A test can be cancelled for various reasons including bad weather or road construction.,bad weather or road construction,"Make sure your test was not rescheduled or relocated 
Tests can be cancelled / rescheduled or relocated because of bad weather or road construction. Before you leave for your test , check the DMV cancellations , closings and delays [6] webpage or call 1 - 518 - 402 - 2100. 

Be on time 
Try to arrive up to 30 minutes before the time of your test. If you are late , the license examiner may need to reschedule.
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time. Schedule , cancel or reschedule a road test online [5 ] Schedule by phone : 1 - 518 - 402 - 2100 

On your test day
If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.","[{'sp_id': '31', 'label': 'solution'}, {'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]","Make sure your test was not rescheduled or relocated 
Tests can be cancelled / rescheduled or relocated because of bad weather or road construction.",Schedule and take a road test#1_0
Am I able to cancel my test?,You are able to cancel your test either by phone or online.,Yes,"Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time. Schedule , cancel or reschedule a road test online [5 ] Schedule by phone : 1 - 518 - 402 - 2100 

On your test day
Make sure your test was not rescheduled or relocated 
Tests can be cancelled / rescheduled or relocated because of bad weather or road construction. Before you leave for your test , check the DMV cancellations , closings and delays [6] webpage or call 1 - 518 - 402 - 2100. 

Be on time 
Try to arrive up to 30 minutes before the time of your test. If you are late , the license examiner may need to reschedule.
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.","[{'sp_id': '23', 'label': 'precondition'}]",,Schedule and take a road test#1_0
I would like to schedule a road test please.,"Please use the road test system to schedule confirm, cancel or schedule a driving skills road test including CDL and motorcycle online or by phone",Yes,"Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time. Schedule , cancel or reschedule a road test online [5 ] Schedule by phone : 1 - 518 - 402 - 2100 

On your test day
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
Make sure your test was not rescheduled or relocated 
Tests can be cancelled / rescheduled or relocated because of bad weather or road construction. Before you leave for your test , check the DMV cancellations , closings and delays [6] webpage or call 1 - 518 - 402 - 2100. 

Be on time 
Try to arrive up to 30 minutes before the time of your test. If you are late , the license examiner may need to reschedule.
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,","[{'sp_id': '61', 'label': 'solution'}]",,Schedule and take a road test#1_0
how do i pay for addtional tests?,you can pay additional tests online or by phone.,pay with a credit or debit card,"How to pay for additional tests
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests , you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2].
see Prepare for your road test [12]. The fee for up to two road tests for a non - commercial license is included in your $10.00 driver license application fee. Usually, the earliest date is within three to five weeks , but at peak testing periods during summer and school breaks it may be up to 10 weeks away. There are no waiting lists. If you have an interim or temporary learner permit without a photo , you must also show a NY State photo driver license or a NY State non - driver ID Card. Photo","[{'sp_id': '71', 'label': 'precondition'}]",See Get a CDL [2].,Schedule and take a road test#1_0
doesnt apply,to pay. does this apply to you?,"The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests, you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2]. If you fail your test Don't worry. If you fail a non - commercial license road test, your learner permit remains valid until the expiration date. If your learner permit expires before your next road test, you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test, but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again. Finding a test location and date You do not need to take your test in the area of the state where you live. The system offers the earliest available dates and times at sites near the ZIP Code you provide. Tests are almost always on weekdays only rarely do we offer them on a Saturday","documents from other states are not acceptable. The vehicle must have functional seat belts, headlights, windshield wipers and other equipment, a front passenger area and seatbelt free of trash, clutter or debris that might stain or damage the license examiner s uniform, and a front passenger door that is able to be opened from the inside of the vehicle The motorcycle must not have more than three wheels in contact with the ground The DMV accepts : American Express Card Discover Card /Novus
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee. If you do not pass your first two tests , you must pay another $10.00 fee for up to two more tests. There is no refund if you do not take both tests. For a road test for a commercial driver license CDL the fee for a single test is $40.00. See Get a CDL [2].
If you fail your test 
Don't worry. If you fail a non - commercial license road test , your learner permit remains valid until the expiration date. If your learner permit expires before your next road test , you must get a new learner permit. See Get a learner permit [10]. You can schedule another road test , but you must pay additional fees if you failed your first two road tests. You will need to wait at least one day to take the test again.
Finding a test location and date 
You do not need to take your test in the area of the state where you live. The system offers the earliest available dates and times at sites near the ZIP Code you provide. Tests are almost always on weekdays only rarely do we offer them on a Saturday","[{'sp_id': '73', 'label': 'precondition'}]","The vehicle must have functional seat belts, headlights, windshield wipers and other equipment, a front passenger area and seatbelt free of trash, clutter or debris that might stain or damage the license examiner s uniform, and a front passenger door that is able to be opened from the inside of the vehicle The motorcycle must not have more than three wheels in contact with the ground The DMV accepts : American Express Card Discover Card /Novus
Fee 
The fee for up to two road tests for a non - commercial license is in your $10.00 driver license application fee.",Schedule and take a road test#1_0
no,have a valid learner permit?,no,"Show ""do it online"" button in megamenu: 


Topic: 
Driver License [13 ] 

show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:
documents from other states are not acceptable. The vehicle must have functional seat belts, headlights, windshield wipers and other equipment, a front passenger area and seatbelt free of trash, clutter or debris that might stain or damage the license examiner s uniform, and a front passenger door that is able to be opened from the inside of the vehicle The motorcycle must not have more than three wheels in contact with the ground The DMV accepts : American Express Card Discover Card /Novus
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,
Finding a test location and date 
You do not need to take your test in the area of the state where you live. The system offers the earliest available dates and times at sites near the ZIP Code you provide. Tests are almost always on weekdays only rarely do we offer them on a Saturday","[{'sp_id': '74', 'label': 'solution'}]",": 


yes or no survey:
documents from other states are not acceptable.",Schedule and take a road test#1_0
how to reschedule an appointment,you must cancel your appointment before you can search for a new date. you can not have more than one appointment at a time,"schedule, cancel or reschedule now","Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time. Schedule , cancel or reschedule a road test online [5 ] Schedule by phone : 1 - 518 - 402 - 2100 

On your test day
Make sure your test was not rescheduled or relocated 
Tests can be cancelled / rescheduled or relocated because of bad weather or road construction. Before you leave for your test , check the DMV cancellations , closings and delays [6] webpage or call 1 - 518 - 402 - 2100. 

Be on time 
Try to arrive up to 30 minutes before the time of your test. If you are late , the license examiner may need to reschedule.
Schedule and take a road test[1] 
Use the DMV Road test system to schedule confirm, cancel or reschedule a driving skills road test including CDL and motorcycle online or by phone. 

If you are under 18 
If you are under age 18 , you must wait at least 6 months from the date you received your learner permit to schedule your road test.
If you fail your road test , you can pay for additional tests online or by phone. To pay , you must have a valid learner permit or driver license provide your DMV ID Number from your Learner Permit Client ID Number and your date of birth have no other road tests currently available pay the fee with a credit or debit card 7 Pay additional road test fees online [11 ] Pay additional fees by phone : 1 - 518 - 402 - 2100 For information about how to get a Pre - Licensing Course Certificate MV-278 ,","[{'sp_id': '24', 'label': 'solution'}]","Schedule, confirm, cancel or reschedule now 
To reschedule your test , you must cancel your appointment before you can search for a new date you cannot have more than one appointment at a time.",Schedule and take a road test#1_0
