question,answer,model_answer,retrived_doc,ref,attribution,doc_id
How long do I have before I appeal it?,"you have 60 days from the date of the ALJs decision to file the Appeal From DMV Hearing Determination PDF [ 2 ] AA-33A , which must be accompanied by the appropriate filing fee ",30 days,"You are entitled to hire an attorney and to bring that attorney to the hearing. The DMV is the petitioner is this case and the complainant may be a witness for the case. As a result of the hearing , the ALJ may sustain some, all, or none of the charges. There may be no action, a warning, the imposition of a suspension, revocation, and/or civil penalties. If the ALJ only imposes civil penalties , in order to prevent the loss of your operating privilege , you must pay all fines and penalties. You will receive a letter from DMV shortly after the hearing. You will have 30 days from the date of the order by the judge to pay your fine or penalty. Failure to pay any fines or penalties or to serve out your suspension will result in indefinite suspension of your business certificate and the possible assessment of a lien against your business. However , if you pay your fine and/or penalty or serve out your period of suspension , you will be back in business after complete compliance. If you are","[{'sp_id': '54', 'label': 'solution'}]",You will have 30 days from the date of the order by the judge to pay your fine or penalty.,About complaints and charges for repair and body shops#3_0
can I request a hearing?,"you may be offered the opportunity through a "" hearing waiver "" to admit to the charges and to either pay a specified monetary penalty and/or to accept a suspension
",yes,Hearing process,"[{'sp_id': '28', 'label': 'solution'}]",Hearing process,About complaints and charges for repair and body shops#3_0
How will i know i get a hearing?,"you may be offered the opportunity through a "" hearing waiver "" to admit to the charges and to either pay a specified monetary penalty and/or to accept a suspension ",notice of investigation placed in your file,"Investigation process 
The AFI will conduct a formal investigation. The result may be no action, a warning letter Notice of Investigation placed in your file, or a formal administrative hearing before an Administrative Law Judge ALJ. When Vehicle Safety initiates the hearing process , you may be offered the opportunity through a "" hearing waiver "" to admit to the charges and to either pay a specified monetary penalty and/or to accept a suspension. If the waiver is accepted , no hearing is required. If the offer is rejected , a hearing must be held. The result of the hearing may be no action, a civil penalty, and/or a suspension or revocation of your ability to operate as a vehicle related business in New York State. You may also be offered the opportunity to pay restitution to the consumer instead of the fines and/or penalties, or to have the penalty reduced.","[{'sp_id': '28', 'label': 'solution'}]","The result may be no action, a warning letter Notice of Investigation placed in your file, or a formal administrative hearing before an Administrative Law Judge ALJ.",About complaints and charges for repair and body shops#3_0
"Hi, good afternoon. I want to file a FOIL request, but i wanted to know if there is any fee involved?","There is, indeed. By law, we're authorized to charge $10 fee for searching. You must know that fee is only to determine if the requested information is available. It doesn't guarantee a information delivering. Plus, search fee isn't refundable. ",Yes,Is there a fee for records I request under FOIL?,"[{'sp_id': '62', 'label': 'solution'}, {'sp_id': '63', 'label': 'solution'}, {'sp_id': '64', 'label': 'solution'}]",Is there a fee for records I request under FOIL?,File a Freedom of Information Law (FOIL) request#1_0
"Anyway, in case i get the notification on my records being available for me to inspect them, what should i do then?","Just come to the Customer Service Counter Room in 136 Swan Street, Building Empire State Plaza, on any day from Monday through Friday. The service will be open from 8.30 am to 3:45 pm, except for state holidays.","go to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany, NY 12228","When and where can I inspect copies of DMV records? 
Records rarely can be produced on the same day that they are requested. Most DMV records are available within twenty 20 business days of the FOIL Office's written acknowledgment of your request. If a phone number was provided with your request , the FOIL office will call you when your records are ready to be inspected. Otherwise you will be notified by mail. When the records you requested are ready to be inspected , you will need to come to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228","[{'sp_id': '88', 'label': 'solution'}]","When the records you requested are ready to be inspected , you will need to come to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228",File a Freedom of Information Law (FOIL) request#1_0
I submitted a phone number with my request. Can i expect to be contacted in that way?,"Yes. The FOIL office surely will use that phone number to contact and notify you when your records are ready for you to be inspected. If you didn't submit a phone, then you'll be notified by mail.","Yes, please provide your phone number.","When will I get a response? 
The FOIL office will respond to your request within 5 business days of receiving the request. We will either provide you with the record requested or acknowledge receipt of your request. We will also provide a time frame for when you can expect to receive the record you requested.","[{'sp_id': '85', 'label': 'solution'}, {'sp_id': '86', 'label': 'solution'}]",We will either provide you with the record requested or acknowledge receipt of your request.,File a Freedom of Information Law (FOIL) request#1_0
"Yeah, hi. I filed a FOIL request some days ago and would like to know how long i'll have to wait before be able to inspect the documents and where it will be?","It certainly takes a while. Yo must be patient, because is not custom that records are produced the same day  they are requested. The standard time frame is at least 20 business days after receiving written acknowledgement from the FOIL office.",I'll have to wait for 5 business days,"When will I get a response? 
The FOIL office will respond to your request within 5 business days of receiving the request. We will either provide you with the record requested or acknowledge receipt of your request. We will also provide a time frame for when you can expect to receive the record you requested.","[{'sp_id': '82', 'label': 'solution'}, {'sp_id': '83', 'label': 'solution'}]",The FOIL office will respond to your request within 5 business days of receiving the request.,File a Freedom of Information Law (FOIL) request#1_0
"My FOIL request has been rejected, can i file a appeal?",That rejection has been for a whole or only for a part of your request?,Yes.,"Can I appeal DMV s response to my FOIL request? 
Yes. If DMV has denied your request for a record in whole or in part , you may appeal the denial. You must do so in writing within thirty 30 days of the date of denial of your FOIL request. Your FOIL appeal must identify the date of your record request and a description of the records that were denied. You should complete the FOIL Appeal Form PDF [7] AA-33FI and mail it to : Department of Motor VehiclesFOIL Appeals OfficerP.O. Box 2935Albany , New York 12220 - 0935 

Do it by mail: 
You can make your FOIL request in writing to the DMV FOIL Office. Use the Freedom of Information Law Request Form MV - FOIL [5] or write a letter. Send the form or letter to Records Access OfficerNew York State Department of Motor VehiclesFOIL Office6 Empire State Plaza, Room 136BAlbany, NY 12228 

Show ""do it online"" button in megamenu: 


Topic: 
DMV Records [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?:","[{'sp_id': '93', 'label': 'precondition'}]",Yes.,File a Freedom of Information Law (FOIL) request#1_0
"It was for a part on the information requested, yes.",You may indeed appeal the rejection then. You must proceed writing before 30 days from the date of denial for your FOIL request. It must contain a description of the contents which were rejected and have your appeal identified with the date of your record request.,Yes,"File a Freedom of Information Law (FOIL) request[1] 


What is FOIL? 
The NY State Freedom of Information Law provides access to state and local government records. See the Committee on Open Government [2] for more information. 

Do I need to use FOIL? 
Many DMV records are available using the Request for DMV Records PDF [3] MV-15. Check the MV-15 form carefully before you submit a FOIL request for DMV records. If you use the MV-15 , you will often receive records sooner than if you submitted a FOIL request.","[{'sp_id': '94', 'label': 'solution'}, {'sp_id': '95', 'label': 'solution'}, {'sp_id': '96', 'label': 'solution'}]",,File a Freedom of Information Law (FOIL) request#1_0
"Thank for the answer. Last question, please. what can i expect to happens when my requested records are ready to inspection?","When that happens, you just need to go to the Customer Service Counter Room, any day from Monday through Friday, from 8:00 am to 3:45 pm. There you'll be able to inspect the records you requested.",The FOIL office will call you when your records are ready to be inspected.,"When and where can I inspect copies of DMV records? 
Records rarely can be produced on the same day that they are requested. Most DMV records are available within twenty 20 business days of the FOIL Office's written acknowledgment of your request. If a phone number was provided with your request , the FOIL office will call you when your records are ready to be inspected. Otherwise you will be notified by mail. When the records you requested are ready to be inspected , you will need to come to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228","[{'sp_id': '88', 'label': 'solution'}]","If a phone number was provided with your request , the FOIL office will call you when your records are ready to be inspected.",File a Freedom of Information Law (FOIL) request#1_0
"Is there anywhere that I can view copies of DMV records and if so, when can I do this?","After 20 business days of the receipt of the FOIL Office's written acknowledgement of your request, most DMV records are available for viewing, these records can rarely be produced on the day that they are requested","When the records you requested are ready to be inspected, you will need to come to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany, NY 12228","When and where can I inspect copies of DMV records? 
Records rarely can be produced on the same day that they are requested. Most DMV records are available within twenty 20 business days of the FOIL Office's written acknowledgment of your request. If a phone number was provided with your request , the FOIL office will call you when your records are ready to be inspected. Otherwise you will be notified by mail. When the records you requested are ready to be inspected , you will need to come to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228","[{'sp_id': '82', 'label': 'solution'}, {'sp_id': '83', 'label': 'solution'}]","When the records you requested are ready to be inspected , you will need to come to the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228",File a Freedom of Information Law (FOIL) request#1_0
Can I be contacted by phone if I provided a number with my request?,"When the requested records are ready to be viewed, the FOIL office will call you. Otherwise, you will be notified by mail",Yes,"When will I get a response? 
The FOIL office will respond to your request within 5 business days of receiving the request. We will either provide you with the record requested or acknowledge receipt of your request. We will also provide a time frame for when you can expect to receive the record you requested.","[{'sp_id': '85', 'label': 'solution'}, {'sp_id': '86', 'label': 'solution'}]",,File a Freedom of Information Law (FOIL) request#1_0
"In the event that I am unhappy with the DMV's response to my FIOL request, can I appeal this?","Yes, if the DMV has denied your request completely or partially",Yes.,"Can I appeal DMV s response to my FOIL request? 
Yes. If DMV has denied your request for a record in whole or in part , you may appeal the denial. You must do so in writing within thirty 30 days of the date of denial of your FOIL request. Your FOIL appeal must identify the date of your record request and a description of the records that were denied. You should complete the FOIL Appeal Form PDF [7] AA-33FI and mail it to : Department of Motor VehiclesFOIL Appeals OfficerP.O. Box 2935Albany , New York 12220 - 0935 

Do it by mail: 
You can make your FOIL request in writing to the DMV FOIL Office. Use the Freedom of Information Law Request Form MV - FOIL [5] or write a letter. Send the form or letter to Records Access OfficerNew York State Department of Motor VehiclesFOIL Office6 Empire State Plaza, Room 136BAlbany, NY 12228 

Show ""do it online"" button in megamenu: 


Topic: 
DMV Records [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?:","[{'sp_id': '93', 'label': 'precondition'}]",Yes.,File a Freedom of Information Law (FOIL) request#1_0
How do I appeal it?,You must appeal in writing within 30 days of the denial of your FOIL request. This appeal has to identify the date of your record request and a description of the denial,You can appeal the denial of your FOIL request by mail.,"Can I appeal DMV s response to my FOIL request? 
Yes. If DMV has denied your request for a record in whole or in part , you may appeal the denial. You must do so in writing within thirty 30 days of the date of denial of your FOIL request. Your FOIL appeal must identify the date of your record request and a description of the records that were denied. You should complete the FOIL Appeal Form PDF [7] AA-33FI and mail it to : Department of Motor VehiclesFOIL Appeals OfficerP.O. Box 2935Albany , New York 12220 - 0935 

Do it by mail: 
You can make your FOIL request in writing to the DMV FOIL Office. Use the Freedom of Information Law Request Form MV - FOIL [5] or write a letter. Send the form or letter to Records Access OfficerNew York State Department of Motor VehiclesFOIL Office6 Empire State Plaza, Room 136BAlbany, NY 12228 

Show ""do it online"" button in megamenu: 


Topic: 
DMV Records [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?:","[{'sp_id': '94', 'label': 'solution'}, {'sp_id': '95', 'label': 'solution'}, {'sp_id': '96', 'label': 'solution'}]",You must do so in writing within thirty 30 days of the date of denial of your FOIL request.,File a Freedom of Information Law (FOIL) request#1_0
"Good morning, i'm just looking to know how i do to register a moped, please.","Ok,That would refer to a limited use motorcycle, did you know that?",[2],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '2', 'label': 'precondition'}]",Find your proofs [3 ],Register a moped#1_0
"No , i think i didn't know that fully.",Are you aware of the special requirements to operate a moped in NY?,No,"Show ""do it online"" button in megamenu: 


Topic: 
Registration [11 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:","[{'sp_id': '5', 'label': 'precondition'}]",,Register a moped#1_0
"Yes, i would love that, it is possible?","Sure. All you have to do is to make a reservation online before you go to DMV offices in NYC, Westchester, Nassau, Suffolk, Rockland, Onondaga, Monroe or Albany Counties.",No,"Show ""do it online"" button in megamenu: 


Topic: 
Registration [11 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:","[{'sp_id': '26', 'label': 'solution'}]",,Register a moped#1_0
I would like to register a moped and I have a few questions.,"Just to make sure, you are certain your motorcycle is classified as a moped, correct?",[1],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '2', 'label': 'precondition'}]",Find your proofs [3 ],Register a moped#1_0
"Not quite, what is the legal definition of a moped?","New York law defines a ""moped"" or a""motor scooter"" as a limited use vehicle with two or three wheels",limited use vehicles with two or three wheels,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '3', 'label': 'solution'}]","New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. """,Register a moped#1_0
What should I do if the county I'm in doesn't have online reservation?,"You would need to make a reservation through one of our office locations, you can check the locations and hours.",No survey,"Show ""do it online"" button in megamenu: 


Topic: 
Registration [11 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:","[{'sp_id': '28', 'label': 'solution'}]",": 


yes or no survey:",Register a moped#1_0
What If I don't have one of these required documents?,You must provide other kinds of proof of both identity and age.,[3],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '34', 'label': 'solution'}]",Find your proofs [3 ],Register a moped#1_0
Should I pay attention to any special requirements to operate a moped?,The requirements are the same as those for motorcycles. You must have a driver license and register your mopen to drive it on streets and highways. There are some exceptions for these requirements though.,Yes,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]",,Register a moped#1_0
"I would like to register a moped, what is the procedure?",Will you be using a moped as a permanent vehicle?,[2],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '2', 'label': 'precondition'}]",Find your proofs [3 ],Register a moped#1_0
Yes there is,"To speed up the registration process, you can make a reservation online for any of the offices located in New York City, Westchester, Nassau, Suffolk, Rockland, Onondaga, Monroe or Albany",You need a summary of what you need,Summary of what you need,"[{'sp_id': '26', 'label': 'solution'}]",Summary of what you need,Register a moped#1_0
What if I don't have one of the required identification documents?,"You must provide other forms of identification, as per the website",You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy of your Insurance Identification Cards with you. The DMV office will keep it. Keep the other card with you as your proof of insurance.,"to determine if you need insurance. Your insurance company will issue proof of insurance by giving you two original barcoded NY State Insurance Identification Cards see sample, You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy of your Insurance Identification Cards with you. The DMV office will keep it. Keep the other card with the vehicle as your proof of insurance. Learn more about NY State Insurance Requirements [9]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ permits and driver licenses. See information about the Graduated License Law [10]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ permits and driver licenses. See information about the Graduated License Law [10]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ","[{'sp_id': '34', 'label': 'solution'}]","Your insurance company will issue proof of insurance by giving you two original barcoded NY State Insurance Identification Cards see sample, You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card.",Register a moped#1_0
"Hello, I would like to register my moped. How do I proceed?",Is your vehicle a moped or a motorcycle?,You can register your moped by contacting the DMV.,"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '2', 'label': 'precondition'}]",What do I need to bring to the DMV?,Register a moped#1_0
It is a moped not a motorcycle.,Do you have a driver's license and is your moped registered?,No,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '5', 'label': 'precondition'}]",,Register a moped#1_0
I'm about to receive my driver's license but my moped is not registered.,"Once you get your driver's license, you need to come register your moped at the DMV.",I can't,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '12', 'label': 'precondition'}]",,Register a moped#1_0
"Okay, I will do that.","Before going to the DMV, please complete the Document Guide. It will inform you of the correct documents to bring with you.",I need a list of things to do.,Summary of what you need,"[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}]",Summary of what you need,Register a moped#1_0
"I still haven't received my driver's license, can I use my learner's permit from another state?",Yes as long as it is from one of the Tri-States.,No,permits and driver licenses. See information about the Graduated License Law [10]. Except when making a left turn. Except when making a left turn. A Class C moped used as a rental vehicle must be insured.,"[{'sp_id': '34', 'label': 'solution'}]",,Register a moped#1_0
Can I see a list of these eligible counties?,They are listed on the website on the office locations page.,Yes,"a completed Registration / Title Application PDF [4] MV-82 proof of ownership [5 ] proof of identity and age 1 proof of insurance , if required 2 cash , check , money order or credit / debit card for fees and sales tax [6] or proof of sales tax payment or exemption For quicker service , make a reservation online before visiting offices in New York City, Westchester, Nassau, Suffolk, Rockland, Onondaga, Monroe or Albany Counties. For all other counties , see our office locations and hours [2]. Make a Reservation [7 ] The class is determined by the range of the vehicle's top speed. You must be at least 16 years old to register a vehicle in New York except a boat or ATV. A NY State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of both identity and age. If you don t have one of these documents , you must provide other kinds of proof [8]. Refer to the Limited - use motorcycle requirements chart on this page","[{'sp_id': '28', 'label': 'solution'}]",,Register a moped#1_0
Are the offices open on Saturdays?,Yes some of our offices are open on Saturdays.,No,"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '28', 'label': 'solution'}]",,Register a moped#1_0
"If I want to eventually get a moped that has three wheels, do I need a different kind of driver's license?",All new vehicles must be registered again at the DMV.,Yes,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",,Register a moped#1_0
What do I need to register a moped?,Do you know what is considered a motorcycle of limited use (also known as a moped)?,[3],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '2', 'label': 'precondition'}]",Find your proofs [3 ],Register a moped#1_0
"That does not apply to me, I need another...","Ok, did you know that there are special requirements to operate a limited-use motorcycle (moped) in New York?",I need a new job.,Summary of what you need,"[{'sp_id': '5', 'label': 'precondition'}]",Summary of what you need,Register a moped#1_0
That does not apply to me.,"Ok, come on again I would like to know what you need to take to the DMV...",I don't know,"a completed Registration / Title Application PDF [4] MV-82 proof of ownership [5 ] proof of identity and age 1 proof of insurance , if required 2 cash , check , money order or credit / debit card for fees and sales tax [6] or proof of sales tax payment or exemption For quicker service , make a reservation online before visiting offices in New York City, Westchester, Nassau, Suffolk, Rockland, Onondaga, Monroe or Albany Counties. For all other counties , see our office locations and hours [2]. Make a Reservation [7 ] The class is determined by the range of the vehicle's top speed. You must be at least 16 years old to register a vehicle in New York except a boat or ATV. A NY State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of both identity and age. If you don t have one of these documents , you must provide other kinds of proof [8]. Refer to the Limited - use motorcycle requirements chart on this page","[{'sp_id': '12', 'label': 'precondition'}]",,Register a moped#1_0
How do I go about registering a moped?,Does yourmode of transportation have more than two or three wheels?,You must have a driver license and register your moped to drive it on streets and highways.,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '2', 'label': 'precondition'}]",You must have a driver license and register your moped to drive it on streets and highways.,Register a moped#1_0
no ,They are the same requirements as motocrycles,No,"Show ""do it online"" button in megamenu: 


Topic: 
Registration [11 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:","[{'sp_id': '5', 'label': 'precondition'}]",,Register a moped#1_0
ok then that does not apply to me. Thank you ,Did you complete the document guide?,Is there anything else I need to know?,Summary of what you need,"[{'sp_id': '12', 'label': 'precondition'}]",Summary of what you need,Register a moped#1_0
id like to register a moped,is it a limited used moped?,yes,"Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '2', 'label': 'precondition'}]",,Register a moped#1_0
"no a regular moped, it has 2 wheels and moves around 50mph",does it have 3 wheels?,"New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels.","Register a moped[1] 


What is considered a limited use motorcycle (aka moped )? 
New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. "" 

Are there any special requirements to operate a limited use motorcycle (moped) in New York? 
The requirements to operate a moped are like those for motorcycles. You must have a driver license and register your moped to drive it on streets and highways. There are exceptions to these requirements listed in the table below. You can never operate a moped down a sidewalk. The DMV classifies a moped as a Class A, Class B or Class C limited use motorcycle according to its top speed. Only a certified model of limited use motorcycle can get a registration in New York State only the manufacturer can certify a moped.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","New York law defines limited use motorcycles, which are commonly called "" mopeds "" or "" motor scooters "", as "" limited use vehicles with two or three wheels. """,Register a moped#1_0
i have a document i can bring to an office,i have a manual and a license,[2],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '34', 'label': 'solution'}]",Find your proofs [3 ],Register a moped#1_0
i am in the UK where do i bring my documents?,i can see your local office to bring them and will share the address,DMV office,"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '28', 'label': 'solution'}]",What do I need to bring to the DMV?,Register a moped#1_0
can i still use my moped without my documents?,you are still able to use your moped just bring the documents to us to copy and have on file,[2],"What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]",Find your proofs [3 ],Register a moped#1_0
i will also bring proof of insurance and my id card,if your insurance is up to date there will be no issues,,"to determine if you need insurance. Your insurance company will issue proof of insurance by giving you two original barcoded NY State Insurance Identification Cards see sample, You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy of your Insurance Identification Cards with you. The DMV office will keep it. Keep the other card with the vehicle as your proof of insurance. Learn more about NY State Insurance Requirements [9]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ permits and driver licenses. See information about the Graduated License Law [10]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ permits and driver licenses. See information about the Graduated License Law [10]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ","[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",,Register a moped#1_0
i have full insurance and full drivers permit,i look forward to seeing you with your relevant documents,You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy of your Insurance Identification Cards with you. The DMV office will keep it. Keep the other card with the vehicle as your proof of insurance.,"to determine if you need insurance. Your insurance company will issue proof of insurance by giving you two original barcoded NY State Insurance Identification Cards see sample, You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card. Bring one copy of your Insurance Identification Cards with you. The DMV office will keep it. Keep the other card with the vehicle as your proof of insurance. Learn more about NY State Insurance Requirements [9]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ permits and driver licenses. See information about the Graduated License Law [10]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ permits and driver licenses. See information about the Graduated License Law [10]. Learner permit restrictions apply to all permit classes. Junior operator restrictions apply to class DJ and MJ","[{'sp_id': '41', 'label': 'solution'}, {'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}]","Your insurance company will issue proof of insurance by giving you two original barcoded NY State Insurance Identification Cards see sample, You must register your vehicle at the DMV within 180 days of the effective date on your insurance ID card.",Register a moped#1_0
